Complaint_No,Vehicle_Year,Vechicle_Make,Vehicle_Model,Vehicle_Color,Vehicle_Body
20120315070401,1998,Acura                                                                 ,INTEGRA LS                    ,Green/Green                                                           ,2-Door                                                                
20120315124502,2012,Chrysler                                                              ,SEBRING                       ,Black/Black                                                           ,4-Door                                                                
20120315133405,2007,Other - E-Z GO Golf Cart                                              ,                              ,White/White                                                           ,Other - Golf Cart                                                     
20120315144901,2001,Cadillac                                                              ,SEVILLE SLS                   ,Gold/Gold                                                             ,4-Door                                                                
20120315165703,2003,Cadillac                                                              ,ESCALADE                      ,Tan/Tan                                                               ,Sport Utility Vehicle                                                 
20120315212600,1998,Cadillac                                                              ,DEVILLE                       ,Burgundy/                                                             ,4-Door                                                                
20120315212700,2001,Chevrolet                                                             ,MALIBU                        ,Tan/Tan                                                               ,4-Door                                                                
20120315235002,2002,Ford                                                                  ,EXPEDITION                    ,Blue/Blue                                                             ,Sport Utility Vehicle                                                 
20120316070902,2002,Nissan                                                                ,ALTIMA                        ,Green/Green                                                           ,4-Door                                                                
20120316071503,2011,Other - ZNEN                                                          ,                              ,Burgundy/Burgundy                                                     ,Moped                                                                 
20120316095904,1991,Chevrolet                                                             ,CAPRICE                       ,Gray/Gray                                                             ,4-Door                                                                
20120316104104,1993,Oldsmobile                                                            ,CUTLASS CIERA                 ,Burgundy/Burgundy                                                     ,4-Door                                                                
20120316114402,1995,Ford                                                                  ,WINDSTAR                      ,Burgundy/Burgundy                                                     ,Van                                                                   
20120316141901,2010,Nissan                                                                ,VERSA                         ,Gray/Gray                                                             ,4-Door                                                                
20120316174406,2006,Acura                                                                 ,MDX                           ,Black/Black                                                           ,4-Door                                                                
20120316181200,1988,Ford                                                                  ,MUSTANG                       ,Unknown/Unknown                                                       ,2-Door                                                                
20120316203300,2001,Saturn - G M Div                                                      ,L200                          ,Silver/Silver                                                         ,4-Door                                                                
20120316220801,1996,Ford                                                                  ,EXPLORER                      ,White/White                                                           ,Sport Utility Vehicle                                                 
20120316223700,1996,Other - GEO                                                           ,PRIZM                         ,Green/Green                                                           ,4-Door                                                                
20120317015200,2006,Chrysler                                                              ,PT CRUISER                    ,Gray/Gray                                                             ,4-Door                                                                
20120317065300,2009,Hyundai                                                               ,SONATA                        ,White/White                                                           ,4-Door                                                                
20120317081602,2000,Jeep - 1989 and Newer                                                 ,GRAND CHEROKEE                ,Gray/Gray                                                             ,Sport Utility Vehicle                                                 
20120317082901,2000,Dodge                                                                 ,INTREPID                      ,Gold/Gold                                                             ,4-Door                                                                
20120317151400,    ,Unknown                                                               ,SCOOTER                       ,Red/Red                                                               ,Moped                                                                 
20120317203404,1999,Dodge                                                                 ,DURANGO                       ,Burgundy/Burgundy                                                     ,4-Door                                                                
20120317211600,2003,Cadillac                                                              ,DEVILLE                       ,White/White                                                           ,4-Door                                                                
20120318023100,2012,Dodge                                                                 ,AVENGER SE                    ,Gray/Gray                                                             ,4-Door                                                                
20120318074501,1999,Honda                                                                 ,CIVIC                         ,"Green, Dark/Green, Dark                                               ",2-Door                                                                
20120318112502,2000,Pontiac                                                               ,MONTANA                       ,"Blue, Light/Blue, Light                                               ",Van                                                                   
20120318153600,2001,Chevrolet                                                             ,IMAPALA                       ,Green/Green                                                           ,4-Door                                                                
20120318164600,2010,Other - PEACE                                                         ,805 50CC                      ,Red/Red                                                               ,Moped                                                                 
20120318181900,2003,Kia Motors                                                            ,SEDONA                        ,Gold/                                                                 ,Van                                                                   
20120318181901,2002,BMW                                                                   ,330CI                         ,Black/White                                                           ,2-Door                                                                
20120318201500,2004,Oldsmobile                                                            ,ALERO                         ,Silver/Silver                                                         ,4-Door                                                                
20120319080900,2001,Mack Trucks                                                           ,600,White/White                                                           ,Dump Truck                                                            
20120319092201,2003,Infiniti                                                              ,M45                           ,White/Beige                                                           ,4-Door                                                                
20120319094204,1991,Honda                                                                 ,CIVIC                         ,Silver/Silver                                                         ,2-Door                                                                
20120320015801,1987,Dodge                                                                 ,RAM                           ,Black/Gray                                                            ,Pick-up Truck                                                         
20120320082601,1993,Honda                                                                 ,ACCORD                        ,Burgundy/Burgundy                                                     ,4-Door                                                                
20120320151807,2000,Ford                                                                  ,EXPLORER                      ,White/White                                                           ,Sport Utility Vehicle                                                 
20120320153901,2007,Toyota                                                                ,CAMRY                         ,Black/Black                                                           ,4-Door                                                                
20120320160000,1995,Oldsmobile                                                            ,CIERA LS                      ,White/White                                                           ,4-Door                                                                
20120320171002,2005,Honda                                                                 ,SHADOW                        ,Purple/Purple                                                         ,Motorcycle                                                            
20120320220703,2000,Mazda                                                                 ,626,Gray/Gray                                                             ,4-Door                                                                
20120320222503,    ,Other - ZNEN                                                          ,QUIET                         ,Purple/Black                                                          ,Moped                                                                 
20120321082001,    ,Other - Scooter                                                       ,ROKECCTA                      ,Black/Silver                                                          ,Moped                                                                 
20120321101001,1977,Jeep - 1970-1988                                                      ,CJ5                           ,Blue/Blue                                                             ,2-Door                                                                
20120321102702,1998,Oldsmobile                                                            ,88 ROYALE                     ,Black/Black                                                           ,4-Door                                                                
20120321111500,2007,Dodge                                                                 ,CARAVAN                       ,White/White                                                           ,Van                                                                   
20120321162106,2002,Isuzu                                                                 ,RODEO                         ,Silver/Silver                                                         ,4-Door                                                                
20120321214003,2007,Hyundai                                                               ,ACCENT                        ,Red/Red                                                               ,2-Door                                                                
20120322061400,1997,Pontiac                                                               ,                              ,"Green, Dark/Green, Dark                                               ",4-Door                                                                
20120322075601,1999,Honda                                                                 ,CIVIC                         ,Red/Red                                                               ,2-Door                                                                
20120322082601,2001,Nissan                                                                ,XTERRA                        ,Unknown/Unknown                                                       ,Sport Utility Vehicle                                                 
20120322095703,2010,Hyundai                                                               ,SONATA                        ,Gray/Gray                                                             ,4-Door                                                                
20120322103001,2009,Honda                                                                 ,METROPOLITAN                  ,Black/Gray                                                            ,Moped                                                                 
20120322114603,2012,Toyota                                                                ,YARIS                         ,Silver/Silver                                                         ,2-Door                                                                
20120322155500,2011,Dodge                                                                 ,RAM                           ,Silver/Silver                                                         ,Pick-up Truck                                                         
20120323024203,1998,Acura                                                                 ,3.0 CL COUPE                  ,Red/Red                                                               ,2-Door                                                                
20120323113502,2006,Pontiac                                                               ,GRAND PRIX                    ,Gray/Gray                                                             ,4-Door                                                                
20120324021002,1999,Plymouth                                                              ,VOYAGER                       ,Gray/Gray                                                             ,Van                                                                   
20120324025601,1998,Cadillac                                                              ,CATERA                        ,Black/Black                                                           ,4-Door                                                                
20120324042400,2011,Chevrolet                                                             ,MALIBU                        ,Silver/Silver                                                         ,4-Door                                                                
20120324045500,2004,Pontiac                                                               ,BONNEVILLE                    ,Gray/Gray                                                             ,4-Door                                                                
20120324061400,2004,Chevrolet                                                             ,TAHOE                         ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20120324070001,2002,Dodge                                                                 ,GRAND CARAVAN                 ,"Blue, Dark/Blue, Dark                                                 ",Van                                                                   
20120324084001,2008,Chevrolet                                                             ,IMPALA                        ,Gray/Gray                                                             ,4-Door                                                                
20120324112203,    ,Dodge                                                                 ,RAM 1500                      ,Gray/Gray                                                             ,Pick-up Truck                                                         
20120324115501,2003,Dodge                                                                 ,CARAVAN                       ,White/White                                                           ,Van                                                                   
20120324130202,1997,Honda                                                                 ,ACCORD                        ,Black/Black                                                           ,4-Door                                                                
20120324165302,2011,Hyundai                                                               ,ELANTRA                       ,Bronze/Bronze                                                         ,4-Door                                                                
20120324185400,1996,Lincoln                                                               ,TOWNCAR                       ,Gold/Gold                                                             ,4-Door                                                                
20120325025400,1999,Volvo                                                                 ,S80 TURBOT6                   ,Black/Black                                                           ,4-Door                                                                
20120325082201,2006,Pontiac                                                               ,GRAND-AM                      ,Turquoise/Turquoise                                                   ,4-Door                                                                
20120325093103,1994,Ford                                                                  ,F150                          ,Blue/White                                                            ,Pick-up Truck                                                         
20120325101101,2000,Honda                                                                 ,250CC DIRT BIKE               ,Red/White                                                             ,Motorcycle                                                            
20120325155101,2004,Nissan                                                                ,350Z                          ,Red/Red                                                               ,2-Door                                                                
20120325175903,2007,Honda                                                                 ,RIDGELINE                     ,Unknown/Unknown                                                       ,Pick-up Truck                                                         
20120325232802,1998,Honda                                                                 ,ACCORD                        ,Tan/Tan                                                               ,4-Door                                                                
20120326052100,1999,Cadillac                                                              ,DEVILLE                       ,White/White                                                           ,4-Door                                                                
20120326092800,    ,Honda                                                                 ,MOPED                         ,White/Blue                                                            ,Moped                                                                 
20120326095000,2002,Chevrolet                                                             ,BLAZER                        ,Tan/Tan                                                               ,Sport Utility Vehicle                                                 
20120326114701,2012,Volkswagen                                                            ,CC SPORT                      ,Brown/Brown                                                           ,4-Door                                                                
20120326151600,1997,Honda                                                                 ,                              ,Gray/Gray                                                             ,4-Door                                                                
20120326155805,2000,Ford                                                                  ,EXPEDITION                    ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20120326182802,1996,Chevrolet                                                             ,BLAZER                        ,Burgundy/Burgundy                                                     ,Sport Utility Vehicle                                                 
20120326195602,    ,Other - Sunpower                                                      ,                              ,Gray/Gray                                                             ,Recreational Vehicle                                                  
20120326195800,2001,Lincoln                                                               ,TOWN CAR                      ,Black/Black                                                           ,4-Door                                                                
20120326204304,    ,Other - EZ-Go                                                         ,PDS                           ,Gold/Gold                                                             ,Other - golf cart                                                     
20120326214802,2001,Chevrolet                                                             ,IMPALA                        ,Black/Black                                                           ,4-Door                                                                
20120326235600,2005,Chrysler                                                              ,TOWN AND COUNTRY              ,Silver/Silver                                                         ,Van                                                                   
20120327005001,2009,Other - Jonway                                                        ,M-80                          ,Yellow/Black                                                          ,Moped                                                                 
20120327013701,1990,Honda                                                                 ,CIVIC                         ,Black/Black                                                           ,3-Door Hatchback                                                      
20120327020901,2005,Chrysler                                                              ,TOWN & COUNTRY                ,White/White                                                           ,Van                                                                   
20120327061400,2000,Dodge                                                                 ,INTREPID                      ,Red/Red                                                               ,4-Door                                                                
20120327061501,1997,Ford                                                                  ,ECONOLINE VAN                 ,White/White                                                           ,Van                                                                   
20120327061501,2011,Other - VMA/PAMU                                                      ,TRAILER                       ,White/White                                                           ,Other - Trailer                                                       
20120817182000,1997,Ford                                                                  ,TAURUS                        ,"Blue, Light/Blue, Light                                               ",4-Door                                                                
20120817182202,2002,BMW                                                                   ,X-5                           ,Gray/Gray                                                             ,Sport Utility Vehicle                                                 
20120817192602,    ,Nissan                                                                ,ALTIMA                        ,Gray/Gray                                                             ,Unknown                                                               
20120817230701,2001,Honda                                                                 ,ACCORD                        ,Silver/Silver                                                         ,4-Door                                                                
20120817232304,2003,Ford                                                                  ,ECONOLINE                     ,White/White                                                           ,Van                                                                   
20120818012801,2001,Ford                                                                  ,RANGER                        ,Burgundy/Burgundy                                                     ,Pick-up Truck                                                         
20120818030500,2006,Chrysler                                                              ,SEBRING                       ,"Green, Light/Green, Light                                             ",4-Door                                                                
20120818040300,1998,Pontiac                                                               ,TRANSPORT                     ,Green/Green                                                           ,Van                                                                   
20120818091801,2008,Honda                                                                 ,CBR1000RR                     ,Black/Silver                                                          ,Motorcycle                                                            
20120818124700,2005,Chevrolet                                                             ,COBALT                        ,Black/Black                                                           ,4-Door                                                                
20120818132302,2007,General Motors Corp.                                                  ,TG33                          ,White/Orange                                                          ,Other - cargo truck                                                   
20120818134002,1996,Mercury                                                               ,SABLE                         ,Red/Red                                                               ,4-Door                                                                
20120818135300,2003,Honda                                                                 ,CIVIC                         ,Silver/Silver                                                         ,2-Door                                                                
20120818152100,1998,Honda                                                                 ,ACCORD                        ,Black/Black                                                           ,Unknown                                                               
20120818155801,2012,Kia Motors                                                            ,SOUL                          ,Red/Red                                                               ,Station Wagon                                                         
20120818230201,2005,BMW                                                                   ,645 CI                        ,"Blue, Light/Blue, Light                                               ",2-Door                                                                
20120819065700,1999,Honda                                                                 ,CIVIC                         ,Silver/Silver                                                         ,4-Door                                                                
20120819084401,2003,Dodge                                                                 ,CARAVAN                       ,Blue/Blue                                                             ,Van                                                                   
20120819084900,1997,Mercury                                                               ,GRAND MARRQUISLS              ,White/White                                                           ,4-Door                                                                
20120819095500,2000,Dodge                                                                 ,CARAVAN                       ,White/White                                                           ,Van                                                                   
20120819111301,2011,Other - PEACE SPORTS                                                  ,                              ,Silver/Silver                                                         ,Other - 50CC SCOOTER                                                  
20120819134201,1993,Cadillac                                                              ,DEVILLE                       ,White/Beige                                                           ,4-Door                                                                
20120819140601,2006,Honda                                                                 ,CIVIC                         ,Black/                                                                ,4-Door                                                                
20120819151300,1997,Dodge                                                                 ,PICK UP                       ,White/White                                                           ,Pick-up Truck                                                         
20120819180800,2005,Ford                                                                  ,ESCAPE                        ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20120820065600,1998,Mercedes Benz                                                         ,E-320                         ,Silver/Silver                                                         ,4-Door                                                                
20120820085400,1990,Chevrolet                                                             ,                              ,Red/Red                                                               ,2-Door                                                                
20120820140602,2000,Honda                                                                 ,CIVIC                         ,Red/Red                                                               ,4-Door                                                                
20120820183302,1999,Honda                                                                 ,CIVIC                         ,Red/Red                                                               ,2-Door                                                                
20120820211601,    ,Unknown                                                               ,                              ,Silver/Blue                                                           ,Moped                                                                 
20120821080402,1996,Honda                                                                 ,CIVIC                         ,Silver/Silver                                                         ,4-Door                                                                
20120821080903,1995,Ford                                                                  ,EXPLORER                      ,Green/Green                                                           ,Sport Utility Vehicle                                                 
20120821084700,2005,Dodge                                                                 ,RAM 1500                      ,White/White                                                           ,Pick-up Truck                                                         
20120821095500,1979,Chevrolet                                                             ,CAPRICE CLASSIC               ,"Blue, Dark/Blue, Dark                                                 ",2-Door                                                                
20120821132801,1995,Ford                                                                  ,RANGER                        ,Tan/Tan                                                               ,Pick-up Truck                                                         
20120821171501,    ,Other - ZNEN                                                          ,AURORA                        ,Blue/Blue                                                             ,Moped                                                                 
20120821175701,2006,Mazda                                                                 ,TRIBUTE                       ,Red/Red                                                               ,Sport Utility Vehicle                                                 
20120821192502,2007,Ford                                                                  ,FOCUS                         ,Gray/Gray                                                             ,4-Door                                                                
20120821222202,1999,Toyota                                                                ,                              ,Silver/                                                               ,4-Door                                                                
20120822003104,1999,Mercury                                                               ,GRAND MARQUIS 4S              ,White/White                                                           ,4-Door                                                                
20120822082505,1999,General Motors Corp.                                                  ,JIMMY                         ,White/White                                                           ,Sport Utility Vehicle                                                 
20120822090902,2005,Chevrolet                                                             ,SILVERADO                     ,Red/Red                                                               ,Pick-up Truck                                                         
20120822093806,2005,Dodge                                                                 ,RAM                           ,White/White                                                           ,Pick-up Truck                                                         
20120822111502,    ,Jeep - 1989 and Newer                                                 ,                              ,Gray/Gray                                                             ,Sport Utility Vehicle                                                 
20120822164502,2003,Honda                                                                 ,ACCORD                        ,Gray/Gray                                                             ,2-Door                                                                
20120822213300,2008,Other - MOPED                                                         ,HYOSUNG                       ,"Blue, Dark/Blue, Dark                                                 ",Moped                                                                 
20120822224803,1994,Cadillac                                                              ,ELDORADO                      ,Black/Black                                                           ,2-Door                                                                
20120822231203,2003,BMW                                                                   ,325,White/White                                                           ,4-Door                                                                
20120822231300,    ,Other - MOPED                                                         ,RALLY 49CC                    ,"Blue, Dark/Blue, Dark                                                 ",Moped                                                                 
20120823004702,1990,Honda                                                                 ,ACCORD EX                     ,Burgundy/Burgundy                                                     ,4-Door                                                                
20120823061601,1999,Saturn - G M Div                                                      ,                              ,Green/                                                                ,4-Door                                                                
20120823080500,2012,Chevrolet                                                             ,IMPALA                        ,Gold/Gold                                                             ,4-Door                                                                
20120823094102,1998,Dodge                                                                 ,CARAVAN                       ,White/White                                                           ,Other - Mini-Van                                                      
20120823111302,1997,Honda                                                                 ,ACCORD                        ,Gold/Gold                                                             ,4-Door                                                                
20120823141703,2004,Lexus                                                                 ,LS430                         ,Silver/Silver                                                         ,4-Door                                                                
20120823163804,2000,Other - Ducati                                                        ,MOTORCYCLE                    ,Yellow/Yellow                                                         ,Motorcycle                                                            
20120823234406,2003,Honda                                                                 ,CRV-EX                        ,Gray/Gray                                                             ,Station Wagon                                                         
20120823235003,2004,Audi                                                                  ,A6                            ,Black/Black                                                           ,4-Door                                                                
20120824162400,2008,Chevrolet                                                             ,SILVERADO                     ,Blue/Blue                                                             ,Pick-up Truck                                                         
20120824165300,2004,Chevrolet                                                             ,COLORADO                      ,Yellow/Yellow                                                         ,Pick-up Truck                                                         
20120824182803,1969,Pontiac                                                               ,CP                            ,Beige/Beige                                                           ,2-Door                                                                
20120824215201,2004,Cadillac                                                              ,ESCALADE                      ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20120824221000,2003,Ford                                                                  ,CROWN VICTORIA                ,Gold/Gold                                                             ,4-Door                                                                
20120825011400,2004,Ford                                                                  ,EXPEDITION EXP MP             ,"Blue, Dark/Blue, Dark                                                 ",Sport Utility Vehicle                                                 
20120825020203,2002,Dodge                                                                 ,CARAVAN GRAND EL              ,Silver/Silver                                                         ,Van                                                                   
20120825091200,2011,Chevrolet                                                             ,HHR                           ,Brown/Brown                                                           ,4-Door                                                                
20120825143500,1998,Honda                                                                 ,125CC DIRTBIKE                ,Unknown/Unknown                                                       ,Motorcycle                                                            
20120825161600,1995,Saturn - G M Div                                                      ,SW1                           ,Burgundy/Burgundy                                                     ,4-Door                                                                
20120825162203,2001,Honda                                                                 ,ACCORD                        ,Red/Red                                                               ,2-Door                                                                
20120825162702,2000,General Motors Corp.                                                  ,TRUCK                         ,White/Orange                                                          ,Other - 26' U-Haul truck                                              
20120826001801,2008,Dodge                                                                 ,GRAND CARAVAN                 ,Silver/Silver                                                         ,Van                                                                   
20120826105600,2002,Ford                                                                  ,WINDSTAR                      ,Tan/Tan                                                               ,Van                                                                   
20120826111500,2001,Ford                                                                  ,RANGER                        ,Red/Red                                                               ,2-Door                                                                
20120826155001,2006,Pontiac                                                               ,G6                            ,Red/Red                                                               ,2-Door                                                                
