Complaint_No,Vehicle_Year,Vechicle_Make,Vehicle_Model,Vehicle_Color,Vehicle_Body
20120709062300,2003,Pontiac                                                               ,GRAND AM                      ,Gray/Gray                                                             ,4-Door                                                                
20120709084103,2012,Unknown                                                               ,                              ,Black/Silver                                                          ,Moped                                                                 
20120709085405,2002,Chevrolet                                                             ,SURBURBAN                     ,Black/Black                                                           ,4-Door                                                                
20120709090303,    ,Unknown                                                               ,SCOOTER                       ,Red/Black                                                             ,Moped                                                                 
20120709091501,2003,Chevrolet                                                             ,SUBURBAN                      ,"Blue, Dark/Blue, Dark                                                 ",Sport Utility Vehicle                                                 
20120709120300,1998,Saturn - Independent                                                  ,SL1                           ,Blue/Blue                                                             ,4-Door                                                                
20120709132803,2007,Saab                                                                  ,2.0T                          ,Gray/Gray                                                             ,4-Door                                                                
20120709141902,2007,Other - Kymco                                                         ,                              ,Blue/Blue                                                             ,Motorcycle                                                            
20120709175801,2000,Lincoln                                                               ,CONTINENTAL                   ,Black/Black                                                           ,4-Door                                                                
20120709210504,2002,Honda                                                                 ,CIVIC                         ,Beige/Beige                                                           ,4-Door                                                                
20120710034103,2010,Other - Peace Sport                                                   ,                              ,Burgundy/Burgundy                                                     ,Moped                                                                 
20120710080901,2011,Toyota                                                                ,HIGHLANDER                    ,White/White                                                           ,Sport Utility Vehicle                                                 
20120710084002,2006,Ford                                                                  ,ECONOLINE 350                 ,White/White                                                           ,Van                                                                   
20120710090603,    ,Honda                                                                 ,                              ,Red/Unknown                                                           ,2-Door                                                                
20120710095904,1989,Pontiac                                                               ,6000,Gray/Gray                                                             ,4-Door                                                                
20120710105002,2001,Ford                                                                  ,E250                          ,White/White                                                           ,Van                                                                   
20120710113502,2012,Chevrolet                                                             ,IMPALA                        ,Gray/                                                                 ,4-Door                                                                
20120710120901,1999,Honda                                                                 ,CIVIC                         ,Silver/Silver                                                         ,2-Door                                                                
20120710141700,2002,Other - CLUB CART                                                     ,GOLF CART                     ,White/                                                                ,Other - GOLF CART                                                     
20120710164205,2005,Yamaha                                                                ,G22-E                         ,Unknown/Unknown                                                       ,Other - golf cart                                                     
20120710192701,    ,Other - SCOOTER                                                       ,BAJA 50 CC                    ,Red/Red                                                               ,Other - SCOOTER (50 CC)                                               
20120710193702,1991,Ford                                                                  ,RANGER XLT                    ,White/White                                                           ,Pick-up Truck                                                         
20120710210500,    ,Other - Lintex                                                        ,                              ,Purple/Silver                                                         ,Moped                                                                 
20120710210500,    ,Other - scooter                                                       ,                              ,Orange/Orange                                                         ,Moped                                                                 
20120710210500,    ,Other - scooter                                                       ,                              ,Blue/Blue                                                             ,Moped                                                                 
20120711010003,1998,Honda                                                                 ,CIVIC                         ,White/White                                                           ,4-Door                                                                
20120711015501,1998,Dodge                                                                 ,STRATUS                       ,Gray/Gray                                                             ,4-Door                                                                
20120711035401,1990,Honda                                                                 ,ACCORD                        ,Turquoise/Turquoise                                                   ,4-Door                                                                
20120711091000,2011,Honda                                                                 ,CIVIC                         ,Black/Black                                                           ,4-Door                                                                
20120711093302,1963,Volkswagen                                                            ,BEETLE                        ,Red/                                                                  ,2-Door                                                                
20120711103503,1997,Pontiac                                                               ,GRAND AM                      ,Red/Red                                                               ,4-Door                                                                
20120711122300,1998,Mercury                                                               ,SABLE                         ,"Blue, Dark/Blue, Dark                                                 ",4-Door                                                                
20120711132603,2003,Kia Motors                                                            ,SEDONA                        ,Gold/Gold                                                             ,Van                                                                   
20120711152407,    ,Ford                                                                  ,EXPLORER                      ,Green/Green                                                           ,Sport Utility Vehicle                                                 
20120712061501,2008,Kawasaki                                                              ,KAF620J7F                     ,Green/Black                                                           ,Recreational Vehicle                                                  
20120712064900,1992,Honda                                                                 ,ACCORD                        ,Burgundy/Burgundy                                                     ,4-Door                                                                
20120712102300,1999,Acura                                                                 ,INTREGA                       ,Silver/Silver                                                         ,2-Door                                                                
20120712121501,1996,Toyota                                                                ,CAMERY                        ,White/White                                                           ,4-Door                                                                
20120712140600,2004,Lincoln                                                               ,NAVIGATOR                     ,Silver/Silver                                                         ,Sport Utility Vehicle                                                 
20120712151203,2011,Buick                                                                 ,LACROSSE                      ,Gold/Gold                                                             ,4-Door                                                                
20120712175202,2012,General Motors Corp.                                                  ,ACADIA                        ,White/                                                                ,4-Door                                                                
20120712191802,2001,Ford                                                                  ,F150                          ,White/White                                                           ,Pick-up Truck                                                         
20120712231601,2007,Suzuki                                                                ,FORENZA                       ,Silver/Silver                                                         ,4-Door                                                                
20120713061300,1999,Honda                                                                 ,ACCORD                        ,"Green, Dark/Green, Dark                                               ",4-Door                                                                
20120713080600,1993,Honda                                                                 ,CIVIC                         ,Black/Black                                                           ,2-Door                                                                
20120713081204,2002,Dodge                                                                 ,CARAVAN                       ,"Green, Light/Green, Light                                             ",Van                                                                   
20120713085203,2002,Mitsubishi                                                            ,GALANT                        ,Silver/Silver                                                         ,4-Door                                                                
20120713094800,1997,Honda                                                                 ,CIVIC                         ,Black/Black                                                           ,4-Door                                                                
20120713110602,2010,Other - U-Haul International                                          ,AV 2810L                      ,White/Orange                                                          ,Other - Van Trailer                                                   
20120713121602,    ,Unknown                                                               ,SUPER SCOOTER                 ,Blue/White                                                            ,Moped                                                                 
20120713141801,2005,Dodge                                                                 ,STRATUS                       ,White/White                                                           ,4-Door                                                                
20120713141801,2005,Dodge                                                                 ,STRATUS                       ,White/White                                                           ,4-Door                                                                
20120713145703,2011,Toyota                                                                ,COROLLA                       ,Silver/                                                               ,Unknown                                                               
20120713150205,2000,Other - U-Haul Company                                                ,                              ,White/White                                                           ,Other - 5X8 Van Trailer                                               
20120713170202,    ,Other - EZ-GO Textron Co.                                             ,TXTPDS                        ,White/White                                                           ,Recreational Vehicle                                                  
20120713172900,2005,Dodge                                                                 ,STRATUS                       ,"Green, Light/                                                         ",4-Door                                                                
20120713193805,1996,Ford                                                                  ,EXPLORER                      ,White/White                                                           ,4-Door                                                                
20120714094400,2001,General Motors Corp.                                                  ,C2500                         ,White/White                                                           ,Pick-up Truck                                                         
20120714120801,2001,Volvo                                                                 ,S80                           ,Gold/Gold                                                             ,4-Door                                                                
20120714134701,2006,Ford                                                                  ,ECONO LINE VAN                ,White/White                                                           ,Van                                                                   
20120714145500,2003,Chevrolet                                                             ,IMPALA                        ,Silver/Silver                                                         ,4-Door                                                                
20120714163100,2011,Other - TAOTAO                                                        ,VIP                           ,Blue/Silver                                                           ,Moped                                                                 
20120714180903,2006,Ford                                                                  ,2006,White/White                                                           ,Van                                                                   
20120715073500,1993,Infiniti                                                              ,J30                           ,Blue/Blue                                                             ,4-Door                                                                
20120715110702,2001,Jeep - 1989 and Newer                                                 ,GRAND CHEROKEE                ,Blue/Blue                                                             ,Sport Utility Vehicle                                                 
20120715111500,2008,Other - Chuanl                                                        ,ADVENTURE                     ,Orange/Gray                                                           ,Motorcycle                                                            
20120715112200,1993,Honda                                                                 ,CIVIC                         ,Black/Black                                                           ,2-Door                                                                
20120715134704,2000,Honda                                                                 ,ACCORD                        ,Black/Black                                                           ,4-Door                                                                
20120715141505,    ,Honda                                                                 ,CIVIC                         ,Unknown/Unknown                                                       ,2-Door                                                                
20120715172302,2012,Toyota                                                                ,COROLLA                       ,Red/Red                                                               ,4-Door                                                                
20120715195900,2004,Oldsmobile                                                            ,                              ,Silver/Silver                                                         ,2-Door                                                                
20120715225104,1984,Lincoln                                                               ,                              ,"Blue, Dark/Blue, Dark                                                 ",4-Door                                                                
20120716001402,2011,Other - TaoTao                                                        ,TAOTAO50                      ,Orange/Orange                                                         ,Moped                                                                 
20120716024201,2003,Oldsmobile                                                            ,ALERO                         ,Gray/Gray                                                             ,4-Door                                                                
20120716064102,2011,Mercedes Benz                                                         ,ML350                         ,Gray/Gray                                                             ,4-Door                                                                
20120716064102,2004,Chevrolet                                                             ,TAHOE                         ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20120716064801,1994,Chevrolet                                                             ,CAPRICE CLASSIC               ,White/White                                                           ,4-Door                                                                
20120716112500,2012,Other - Tao Tao                                                       ,                              ,Orange/Orange                                                         ,Moped                                                                 
20120716113203,2012,Chrysler                                                              ,300,Gray/Gray                                                             ,4-Door                                                                
20120716124700,1985,Honda                                                                 ,SPREE MOPED                   ,Black/Pink                                                            ,Moped                                                                 
20120716190604,2012,Chevrolet                                                             ,IMPALA                        ,Beige/Beige                                                           ,4-Door                                                                
20120716201304,1996,Toyota                                                                ,AVALON                        ,"Green, Dark/Green, Dark                                               ",4-Door                                                                
20120717001200,    ,Other - Club Car                                                      ,ELECTRIC GOLF CAR             ,Cream/Cream                                                           ,Other - Golf Cart                                                     
20120717011601,2011,Chevrolet                                                             ,CRUSE                         ,Silver/Silver                                                         ,4-Door                                                                
20120717011602,2000,Dodge                                                                 ,INTREPID                      ,Gold/Gold                                                             ,4-Door                                                                
20120717022502,2000,Nissan                                                                ,XTERRA                        ,White/White                                                           ,Sport Utility Vehicle                                                 
20120717054000,2007,Hyundai                                                               ,ELANTRA                       ,Black/Black                                                           ,4-Door                                                                
20120717074400,2004,Lincoln                                                               ,TOWN CAR                      ,Black/Black                                                           ,4-Door                                                                
20120717074702,2007,Honda                                                                 ,CIVIC                         ,Silver/Silver                                                         ,4-Door                                                                
20120717081800,2003,Ford                                                                  ,EXPLORER                      ,White/                                                                ,Unknown                                                               
20120717094302,2003,Audi                                                                  ,A4                            ,Gray/Gray                                                             ,4-Door                                                                
20120717102203,2006,Chrysler                                                              ,SEBRING                       ,Black/Black                                                           ,4-Door                                                                
20120717112502,1998,Toyota                                                                ,AVALON                        ,"Green, Light/Green, Light                                             ",4-Door                                                                
20120717134305,2012,Ford                                                                  ,FUSION                        ,Silver/Silver                                                         ,4-Door                                                                
20120717170104,    ,Chevrolet                                                             ,TRUCK                         ,Burgundy/Burgundy                                                     ,Pick-up Truck                                                         
20120717200900,1999,Chevrolet                                                             ,LUMINA                        ,Black/                                                                ,4-Door                                                                
20120718002302,2002,Chrysler                                                              ,VOYAGER                       ,White/White                                                           ,Van                                                                   
20120718005601,2004,Honda                                                                 ,ACCORD                        ,Green/Green                                                           ,4-Door                                                                
20120718080802,2004,Dodge                                                                 ,STRATUS                       ,"Blue, Dark/Blue, Dark                                                 ",4-Door                                                                
20120718144400,2000,Nissan                                                                ,FRONTIER                      ,Red/Red                                                               ,Pick-up Truck                                                         
20120718150702,2000,Freightliner Corp                                                     ,TRACTOR TRAILER               ,White/White                                                           ,Semi-Tractor                                                          
20120718182701,1976,Chevrolet                                                             ,NOVA                          ,Black/Black                                                           ,2-Door                                                                
20120718210104,2006,Toyota                                                                ,SCIOXA                        ,Gray/Gray                                                             ,Sport Utility Vehicle                                                 
20120719011800,1999,Ford                                                                  ,TAURUS                        ,Green/Green                                                           ,4-Door                                                                
20120719040401,2000,Honda                                                                 ,CIVIC                         ,Black/Black                                                           ,2-Door                                                                
20120719065301,1993,Dodge                                                                 ,CONVERSION VAN                ,Blue/Blue                                                             ,Van                                                                   
20120719071001,1994,Acura                                                                 ,                              ,Red/Red                                                               ,2-Door                                                                
20120719083300,2003,Honda                                                                 ,ODYSSEY                       ,Gray/Gray                                                             ,Van                                                                   
20120719104007,1995,Ford                                                                  ,CONTOUR GL                    ,Teal/Teal                                                             ,4-Door                                                                
20120719153400,1996,Nissan                                                                ,200SX                         ,Red/Red                                                               ,2-Door                                                                
20120719155701,1999,Dodge                                                                 ,CARAVAN                       ,Silver/Silver                                                         ,Van                                                                   
20120719165402,2011,Infiniti                                                              ,QX5                           ,Silver/Silver                                                         ,Sport Utility Vehicle                                                 
20120719173403,2001,Chevrolet                                                             ,S 10                          ,"Blue, Dark/Blue, Dark                                                 ",Pick-up Truck                                                         
20120719174001,    ,Other - Sunny                                                         ,                              ,Silver/Silver                                                         ,Moped                                                                 
20120719184605,    ,Other - Toatoa                                                        ,2012,Orange/Orange                                                         ,Moped                                                                 
20120720013804,2002,Chevrolet                                                             ,TRAILBLAZER                   ,Red/Red                                                               ,Sport Utility Vehicle                                                 
20120720020804,1999,Chevrolet                                                             ,TAHOE                         ,White/White                                                           ,Sport Utility Vehicle                                                 
20120720030702,2005,Chevrolet                                                             ,MALIBU                        ,Burgundy/Burgundy                                                     ,4-Door                                                                
20120720100103,    ,Other - Ruckus Clone                                                  ,                              ,Green/Green                                                           ,Other - SCOOTER                                                       
20120720141800,    ,Jeep - 1989 and Newer                                                 ,GRAND CHEROKEE                ,Burgundy/Burgundy                                                     ,4-Door                                                                
20120720190502,2004,Chevrolet                                                             ,IMPALA                        ,White/White                                                           ,4-Door                                                                
20120720232203,1999,Volkswagen                                                            ,PASSAT                        ,Blue/Blue                                                             ,4-Door                                                                
20120721040400,2004,Mazda                                                                 ,3S                            ,Silver/Silver                                                         ,4-Door                                                                
20120721065100,2012,Other - SMM                                                           ,DUSTER                        ,Black/Black                                                           ,Moped                                                                 
20120721071700,2001,Chrysler                                                              ,SEBRING                       ,Gold/Gold                                                             ,4-Door                                                                
20120721120400,1995,Suzuki                                                                ,RM 250                        ,Yellow/Yellow                                                         ,Motorcycle                                                            
20120721142002,1997,Honda                                                                 ,ACCORD                        ,Black/Gold                                                            ,4-Door                                                                
20120721153100,1991,Ford                                                                  ,ECONOLINE                     ,White/White                                                           ,Van                                                                   
20120721155401,2004,Honda                                                                 ,CIVIC                         ,Gray/Gray                                                             ,2-Door                                                                
20120721161403,2005,Kia Motors                                                            ,SPECTRA                       ,Gray/                                                                 ,4-Door                                                                
20120721175002,1993,Chevrolet                                                             ,CAPRICE CLASSIC               ,Gold/Gold                                                             ,4-Door                                                                
20120722014702,1996,Honda                                                                 ,ACCORD                        ,Blue/Blue                                                             ,4-Door                                                                
20120722025202,2005,Ford                                                                  ,                              ,Gray/Gray                                                             ,Pick-up Truck                                                         
20120722030201,2002,Dodge                                                                 ,CARAVAN                       ,"Blue, Dark/Blue, Dark                                                 ",Van                                                                   
20120722035402,2000,General Motors Corp.                                                  ,SAVANA CUTAWAY TRUCK          ,Yellow/                                                               ,Other - Moving truck                                                  
20120722082002,2008,Chevrolet                                                             ,IMPALA                        ,Gray/Gray                                                             ,4-Door                                                                
20120722104304,2004,Nissan                                                                ,350Z                          ,Black/Black                                                           ,2-Door                                                                
20120722143503,2007,Ford                                                                  ,F150                          ,Black/Tan                                                             ,Pick-up Truck                                                         
20120722152701,1988,Oldsmobile                                                            ,98 REGENCY                    ,Beige/Beige                                                           ,4-Door                                                                
20120722225100,1997,Lexus                                                                 ,LS400                         ,Tan/Tan                                                               ,4-Door                                                                
20120722232602,1992,Chevrolet                                                             ,BLAZER                        ,White/White                                                           ,Sport Utility Vehicle                                                 
20120723010302,1998,Ford                                                                  ,EXPEDITION                    ,Silver/Silver                                                         ,4-Door                                                                
20120723122201,2003,Honda                                                                 ,ODYSSEY                       ,Gray/Gray                                                             ,Van                                                                   
20120723122302,2007,Chevrolet                                                             ,CW5R04                        ,Gray/Blue                                                             ,Van                                                                   
20120723130401,1995,Isuzu                                                                 ,TROOPER                       ,Blue/Blue                                                             ,Sport Utility Vehicle                                                 
20120723183301,2004,Dodge                                                                 ,STRATUS                       ,Gold/Gold                                                             ,4-Door                                                                
20120724000003,2005,Nissan                                                                ,ALTIMA                        ,Silver/                                                               ,4-Door                                                                
20120724005601,1999,Dodge                                                                 ,RAM                           ,White/White                                                           ,Pick-up Truck                                                         
20120724063500,2012,Other - Taotao                                                        ,SCOOTER 150CC                 ,Black/Silver                                                          ,Other - Scooter                                                       
20120724094400,1998,Dodge                                                                 ,STRATUS                       ,White/White                                                           ,4-Door                                                                
20120724183403,1991,Honda                                                                 ,ACCORD                        ,Gray/Gray                                                             ,4-Door                                                                
20120724184402,1996,Chevrolet                                                             ,TAHOE                         ,White/White                                                           ,Sport Utility Vehicle                                                 
20120725040700,1995,Honda                                                                 ,CIVIC                         ,Black/Black                                                           ,4-Door                                                                
20120725073100,2002,Dodge                                                                 ,CARAVAN                       ,Blue/Blue                                                             ,Van                                                                   
20120725074401,2000,Honda                                                                 ,CIVIC                         ,"Blue, Light/Blue, Light                                               ",4-Door                                                                
20120725074501,1997,Honda                                                                 ,ACCORD                        ,Silver/Silver                                                         ,4-Door                                                                
20120725075401,1997,Honda                                                                 ,CIVIC                         ,Red/Red                                                               ,4-Door                                                                
20120725080402,1997,Honda                                                                 ,ACCORD                        ,Gold/Gold                                                             ,4-Door                                                                
20120725083102,    ,Ford                                                                  ,F250                          ,Burgundy/Burgundy                                                     ,Pick-up Truck                                                         
20120725125005,2006,Ford                                                                  ,ESCAPE                        ,Black/Black                                                           ,4-Door                                                                
20120725131104,2003,Saturn - G M Div                                                      ,VVE                           ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20120725162302,1995,Chevrolet                                                             ,GMT-400                       ,Burgundy/Burgundy                                                     ,Pick-up Truck                                                         
20120725162303,1997,Mercedes Benz                                                         ,C280                          ,White/White                                                           ,4-Door                                                                
20120725165703,1997,Toyota                                                                ,CAMRY                         ,Gold/Gold                                                             ,4-Door                                                                
20120725171800,    ,Other - PEACE                                                         ,50CC                          ,Black/Silver                                                          ,Moped                                                                 
20120725184405,2001,Jeep - 1989 and Newer                                                 ,GRAND CHEROKEE                ,Gray/Gray                                                             ,4-Door                                                                
20120725203103,1990,Honda                                                                 ,CIVIC SI                      ,Red/                                                                  ,2-Door                                                                
20120725203200,2012,Other - MOPED/ SCOOTER                                                ,PEACE SPORT SCOOTER           ,Black/Black                                                           ,Moped                                                                 
20120725215602,2003,Lincoln                                                               ,NAVIGATOR                     ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20120726080703,2009,Other - CFHG MOTORCYCLE                                               ,GLORY                         ,White/White                                                           ,Moped                                                                 
20120726141802,1996,Honda                                                                 ,ACCORD                        ,Gold/Gold                                                             ,4-Door                                                                
