Complaint_No,Weapon_Type
20150827150801,Shotgun                                 
20150827164501,"Personal Weapons (hands,feet,teeth,etc.)"
20150827172800,"Personal Weapons (hands,feet,teeth,etc.)"
20150827175300,"Personal Weapons (hands,feet,teeth,etc.)"
20150827185601,"Personal Weapons (hands,feet,teeth,etc.)"
20150827185604,Handgun                                 
20150827194900,Handgun                                 
20150827200000,Shotgun                                 
20150827200202,"Personal Weapons (hands,feet,teeth,etc.)"
20150827200202,Handgun                                 
20150827211100,"Personal Weapons (hands,feet,teeth,etc.)"
20150827211502,"Personal Weapons (hands,feet,teeth,etc.)"
20150827212802,"Personal Weapons (hands,feet,teeth,etc.)"
20150827213700,"Personal Weapons (hands,feet,teeth,etc.)"
20150827214501,"Personal Weapons (hands,feet,teeth,etc.)"
20150827221200,"Personal Weapons (hands,feet,teeth,etc.)"
20150827221900,Handgun                                 
20150827222401,"Personal Weapons (hands,feet,teeth,etc.)"
20150827222802,Handgun                                 
20150827231601,"Personal Weapons (hands,feet,teeth,etc.)"
20150827235000,"Personal Weapons (hands,feet,teeth,etc.)"
20150827235905,Undetermined Firearm                    
20150828003805,Not Applicable/None                     
20150828013402,Handgun                                 
20150828032301,"Blunt Object(club,hammer,etc)           "
20150828032302,Not Applicable/None                     
20150828035200,"Personal Weapons (hands,feet,teeth,etc.)"
20150828041001,Rifle                                   
20150828045200,"Blunt Object(club,hammer,etc)           "
20150828045200,"Personal Weapons (hands,feet,teeth,etc.)"
20150828060800,Other Weapon                            
20150828061700,"Personal Weapons (hands,feet,teeth,etc.)"
20150828061700,Handgun                                 
20150828074501,Handgun                                 
20150828084502,"Personal Weapons (hands,feet,teeth,etc.)"
20150828085700,"Personal Weapons (hands,feet,teeth,etc.)"
20150828090704,Other Weapon                            
20150828100402,Not Applicable/None                     
20150828105400,Not Applicable/None                     
20150828111201,"Personal Weapons (hands,feet,teeth,etc.)"
20150828112401,"Personal Weapons (hands,feet,teeth,etc.)"
20150828114000,"Personal Weapons (hands,feet,teeth,etc.)"
20150828122101,"Personal Weapons (hands,feet,teeth,etc.)"
20150828132506,"Personal Weapons (hands,feet,teeth,etc.)"
20150828144901,"Personal Weapons (hands,feet,teeth,etc.)"
20150828145002,"Personal Weapons (hands,feet,teeth,etc.)"
20150828151804,Saw/Cutting Tool                        
20150828153001,Knife                                   
20150828153302,"Personal Weapons (hands,feet,teeth,etc.)"
20150828153703,Handgun                                 
20150828160803,"Personal Weapons (hands,feet,teeth,etc.)"
20150828161904,Not Applicable/None                     
20150828171201,"Personal Weapons (hands,feet,teeth,etc.)"
20150828174505,"Personal Weapons (hands,feet,teeth,etc.)"
20150828184300,"Personal Weapons (hands,feet,teeth,etc.)"
20150828190901,"Personal Weapons (hands,feet,teeth,etc.)"
20150828205503,Handgun                                 
20150828210103,"Personal Weapons (hands,feet,teeth,etc.)"
20150828215101,Not Applicable/None                     
20150828223702,"Personal Weapons (hands,feet,teeth,etc.)"
20150828224002,"Personal Weapons (hands,feet,teeth,etc.)"
20150828225600,Knife                                   
20150828231901,"Personal Weapons (hands,feet,teeth,etc.)"
20150828234800,"Personal Weapons (hands,feet,teeth,etc.)"
20150829000204,Other Weapon                            
20150829000503,"Personal Weapons (hands,feet,teeth,etc.)"
20150829000700,"Personal Weapons (hands,feet,teeth,etc.)"
20150829002203,Handgun                                 
20150829013200,Handgun                                 
20150829013401,"Blunt Object(club,hammer,etc)           "
20150829014501,"Personal Weapons (hands,feet,teeth,etc.)"
20150829020001,"Personal Weapons (hands,feet,teeth,etc.)"
20150829022102,"Personal Weapons (hands,feet,teeth,etc.)"
20150829023202,"Personal Weapons (hands,feet,teeth,etc.)"
20150829024301,"Personal Weapons (hands,feet,teeth,etc.)"
20150829024401,"Personal Weapons (hands,feet,teeth,etc.)"
20150829024700,"Personal Weapons (hands,feet,teeth,etc.)"
20150829024702,Knife                                   
20150829025601,Handgun                                 
20150829025900,"Personal Weapons (hands,feet,teeth,etc.)"
20150829042300,Handgun                                 
20150829072100,"Personal Weapons (hands,feet,teeth,etc.)"
20150829083700,"Personal Weapons (hands,feet,teeth,etc.)"
20150829092001,Handgun                                 
20150829110503,"Personal Weapons (hands,feet,teeth,etc.)"
20150829111802,"Personal Weapons (hands,feet,teeth,etc.)"
20150829114900,"Personal Weapons (hands,feet,teeth,etc.)"
20150829121601,Handgun                                 
20150829121601,"Personal Weapons (hands,feet,teeth,etc.)"
20150829135904,"Personal Weapons (hands,feet,teeth,etc.)"
20150829140104,"Personal Weapons (hands,feet,teeth,etc.)"
20150829142802,"Personal Weapons (hands,feet,teeth,etc.)"
20150829150400,Other Weapon                            
20150829150400,"Personal Weapons (hands,feet,teeth,etc.)"
20150829155100,"Personal Weapons (hands,feet,teeth,etc.)"
20150829161803,"Personal Weapons (hands,feet,teeth,etc.)"
20150829171702,Handgun                                 
20150829180000,Undetermined Firearm                    
20150829180500,Handgun                                 
20150829180504,"Personal Weapons (hands,feet,teeth,etc.)"
20150829183700,Vehicle                                 
20150829183900,"Personal Weapons (hands,feet,teeth,etc.)"
20150829184003,Handgun                                 
20150829185300,Not Applicable/None                     
20150829195802,"Personal Weapons (hands,feet,teeth,etc.)"
20150829200502,Shotgun                                 
20150829204201,"Personal Weapons (hands,feet,teeth,etc.)"
20150829211100,Handgun                                 
20150829215900,Handgun                                 
20150829222200,"Personal Weapons (hands,feet,teeth,etc.)"
20150829224002,"Personal Weapons (hands,feet,teeth,etc.)"
20150829224500,"Personal Weapons (hands,feet,teeth,etc.)"
20150829225500,Vehicle                                 
20150829231701,Handgun                                 
20150829233903,Handgun                                 
20150830002902,Rifle                                   
20150830003300,"Personal Weapons (hands,feet,teeth,etc.)"
20150830004902,"Personal Weapons (hands,feet,teeth,etc.)"
20150830010802,"Personal Weapons (hands,feet,teeth,etc.)"
20150830011002,Knife                                   
20150830023003,"Personal Weapons (hands,feet,teeth,etc.)"
20150830023800,"Personal Weapons (hands,feet,teeth,etc.)"
20150830023900,"Personal Weapons (hands,feet,teeth,etc.)"
20150830024700,"Personal Weapons (hands,feet,teeth,etc.)"
20150830025000,Handgun                                 
20150830030801,"Personal Weapons (hands,feet,teeth,etc.)"
20150830031202,"Personal Weapons (hands,feet,teeth,etc.)"
20150830040100,"Personal Weapons (hands,feet,teeth,etc.)"
20150830040800,Handgun                                 
20150830041200,Handgun                                 
20150830042600,"Personal Weapons (hands,feet,teeth,etc.)"
20150830044900,Ax/Hatchet                              
20150830045500,"Personal Weapons (hands,feet,teeth,etc.)"
20150830072901,"Personal Weapons (hands,feet,teeth,etc.)"
20150830095002,Not Applicable/None                     
20150830101401,"Personal Weapons (hands,feet,teeth,etc.)"
20150830110703,"Personal Weapons (hands,feet,teeth,etc.)"
20150830112000,"Personal Weapons (hands,feet,teeth,etc.)"
20150830115601,"Personal Weapons (hands,feet,teeth,etc.)"
20150830121401,"Blunt Object(club,hammer,etc)           "
20150830123201,"Personal Weapons (hands,feet,teeth,etc.)"
20150830123202,"Personal Weapons (hands,feet,teeth,etc.)"
20150830134802,"Personal Weapons (hands,feet,teeth,etc.)"
20150830143301,"Personal Weapons (hands,feet,teeth,etc.)"
20150830154502,"Personal Weapons (hands,feet,teeth,etc.)"
20150830163202,"Personal Weapons (hands,feet,teeth,etc.)"
20150830182010,"Personal Weapons (hands,feet,teeth,etc.)"
20150830190300,Rifle                                   
20150830190601,Handgun                                 
20150830200500,"Personal Weapons (hands,feet,teeth,etc.)"
20150830201301,Handgun                                 
20150830213302,Handgun                                 
20150830222401,Undetermined Firearm                    
20150830224800,"Personal Weapons (hands,feet,teeth,etc.)"
20150830225301,Handgun                                 
20150830231500,"Personal Weapons (hands,feet,teeth,etc.)"
20150830234502,"Personal Weapons (hands,feet,teeth,etc.)"
20150831003300,"Personal Weapons (hands,feet,teeth,etc.)"
20150831004200,Knife                                   
20150831004201,"Personal Weapons (hands,feet,teeth,etc.)"
20150831020300,"Personal Weapons (hands,feet,teeth,etc.)"
20150831054200,"Personal Weapons (hands,feet,teeth,etc.)"
20150831054900,"Blunt Object(club,hammer,etc)           "
20150831054900,"Personal Weapons (hands,feet,teeth,etc.)"
20150831081500,Other Cutting Instrument                
20150831083202,"Personal Weapons (hands,feet,teeth,etc.)"
20150831085703,"Blunt Object(club,hammer,etc)           "
20150831101201,Knife                                   
20150831102800,Other Cutting Instrument                
20150831103003,"Personal Weapons (hands,feet,teeth,etc.)"
20150831112202,"Personal Weapons (hands,feet,teeth,etc.)"
20150831122503,Knife                                   
20150831122503,"Personal Weapons (hands,feet,teeth,etc.)"
20150831132700,"Personal Weapons (hands,feet,teeth,etc.)"
20150831153705,"Personal Weapons (hands,feet,teeth,etc.)"
20150831160005,"Personal Weapons (hands,feet,teeth,etc.)"
20150831161302,"Personal Weapons (hands,feet,teeth,etc.)"
20150831161603,Handgun                                 
20150831161603,"Personal Weapons (hands,feet,teeth,etc.)"
20150831161902,"Personal Weapons (hands,feet,teeth,etc.)"
20150831163302,"Personal Weapons (hands,feet,teeth,etc.)"
20150831163502,"Personal Weapons (hands,feet,teeth,etc.)"
20150831163602,Handgun                                 
20150831171000,"Personal Weapons (hands,feet,teeth,etc.)"
20150831175800,"Personal Weapons (hands,feet,teeth,etc.)"
20150831190400,"Personal Weapons (hands,feet,teeth,etc.)"
20150831191200,Handgun                                 
20150831191200,"Personal Weapons (hands,feet,teeth,etc.)"
20150831192100,"Personal Weapons (hands,feet,teeth,etc.)"
20150831192902,"Personal Weapons (hands,feet,teeth,etc.)"
20150831193200,Other Weapon                            
20150831202604,Other Weapon                            
20150831214600,Handgun                                 
20150831220600,"Personal Weapons (hands,feet,teeth,etc.)"
20150831221602,"Personal Weapons (hands,feet,teeth,etc.)"
20150831221903,Handgun                                 
20150831222400,Handgun                                 
20150831224300,Handgun                                 
20150831224700,Knife                                   
20150831224902,"Personal Weapons (hands,feet,teeth,etc.)"
20150831224902,Other Cutting Instrument                
20150831233102,Other Weapon                            
20150831233102,"Personal Weapons (hands,feet,teeth,etc.)"
20150831234601,"Personal Weapons (hands,feet,teeth,etc.)"
20150901012500,"Personal Weapons (hands,feet,teeth,etc.)"
20150901014500,"Personal Weapons (hands,feet,teeth,etc.)"
