Complaint_No,Weapon_Type
20150816025203,"Personal Weapons (hands,feet,teeth,etc.)"
20150816035902,Handgun                                 
20150816041300,Handgun                                 
20150816042902,"Personal Weapons (hands,feet,teeth,etc.)"
20150816044800,"Personal Weapons (hands,feet,teeth,etc.)"
20150816045500,"Personal Weapons (hands,feet,teeth,etc.)"
20150816052201,"Personal Weapons (hands,feet,teeth,etc.)"
20150816052600,"Personal Weapons (hands,feet,teeth,etc.)"
20150816055901,"Personal Weapons (hands,feet,teeth,etc.)"
20150816072102,Not Applicable/None                     
20150816085405,"Personal Weapons (hands,feet,teeth,etc.)"
20150816092403,"Personal Weapons (hands,feet,teeth,etc.)"
20150816112201,Other Weapon                            
20150816112201,"Personal Weapons (hands,feet,teeth,etc.)"
20150816114202,"Personal Weapons (hands,feet,teeth,etc.)"
20150816114202,Fire/Burning  Tool/Device               
20150816120102,"Personal Weapons (hands,feet,teeth,etc.)"
20150816121702,Handgun                                 
20150816122000,"Personal Weapons (hands,feet,teeth,etc.)"
20150816131501,"Personal Weapons (hands,feet,teeth,etc.)"
20150816133100,"Personal Weapons (hands,feet,teeth,etc.)"
20150816134404,Razor                                   
20150816140902,"Personal Weapons (hands,feet,teeth,etc.)"
20150816141302,Handgun                                 
20150816142402,"Personal Weapons (hands,feet,teeth,etc.)"
20150816150003,"Personal Weapons (hands,feet,teeth,etc.)"
20150816151001,Knife                                   
20150816151801,"Personal Weapons (hands,feet,teeth,etc.)"
20150816153800,"Personal Weapons (hands,feet,teeth,etc.)"
20150816154100,"Personal Weapons (hands,feet,teeth,etc.)"
20150816155905,Handgun                                 
20150816161800,Handgun                                 
20150816163002,Other Weapon                            
20150816165402,"Blunt Object(club,hammer,etc)           "
20150816170901,"Personal Weapons (hands,feet,teeth,etc.)"
20150816171302,"Personal Weapons (hands,feet,teeth,etc.)"
20150816173205,"Blunt Object(club,hammer,etc)           "
20150816174400,Handgun                                 
20150816175201,"Personal Weapons (hands,feet,teeth,etc.)"
20150816183200,"Personal Weapons (hands,feet,teeth,etc.)"
20150816190701,Vehicle                                 
20150816194902,"Personal Weapons (hands,feet,teeth,etc.)"
20150816201200,"Personal Weapons (hands,feet,teeth,etc.)"
20150816201301,"Personal Weapons (hands,feet,teeth,etc.)"
20150816202904,"Personal Weapons (hands,feet,teeth,etc.)"
20150816205501,"Personal Weapons (hands,feet,teeth,etc.)"
20150816205501,Other Weapon                            
20150816210803,Handgun                                 
20150816220802,Knife                                   
20150816220900,"Personal Weapons (hands,feet,teeth,etc.)"
20150816231501,"Personal Weapons (hands,feet,teeth,etc.)"
20150816232504,Knife                                   
20150816234101,Pliers/Wrench                           
20150817000701,Rifle                                   
20150817000900,"Personal Weapons (hands,feet,teeth,etc.)"
20150817000901,"Personal Weapons (hands,feet,teeth,etc.)"
20150817002100,"Personal Weapons (hands,feet,teeth,etc.)"
20150817015001,"Personal Weapons (hands,feet,teeth,etc.)"
20150817015100,Handgun                                 
20150817031600,Unknown/Not Stated                      
20150817041001,Handgun                                 
20150817051701,Undetermined Firearm                    
20150817072204,"Personal Weapons (hands,feet,teeth,etc.)"
20150817074300,Handgun                                 
20150817094202,"Personal Weapons (hands,feet,teeth,etc.)"
20150817103604,Rifle                                   
20150817105002,Rifle                                   
20150817111002,"Personal Weapons (hands,feet,teeth,etc.)"
20150817111003,"Personal Weapons (hands,feet,teeth,etc.)"
20150817112702,Knife                                   
20150817113400,"Personal Weapons (hands,feet,teeth,etc.)"
20150817125201,Rifle                                   
20150817133502,"Personal Weapons (hands,feet,teeth,etc.)"
20150817142204,"Personal Weapons (hands,feet,teeth,etc.)"
20150817143601,"Personal Weapons (hands,feet,teeth,etc.)"
20150817151201,Knife                                   
20150817151901,"Personal Weapons (hands,feet,teeth,etc.)"
20150817151901,Not Applicable/None                     
20150817154602,"Personal Weapons (hands,feet,teeth,etc.)"
20150817162500,"Personal Weapons (hands,feet,teeth,etc.)"
20150817170101,"Personal Weapons (hands,feet,teeth,etc.)"
20150817172003,"Personal Weapons (hands,feet,teeth,etc.)"
20150817185900,Handgun                                 
20150817190702,"Personal Weapons (hands,feet,teeth,etc.)"
20150817191703,Handgun                                 
20150817192900,Handgun                                 
20150817192900,Rifle                                   
20150817194500,"Personal Weapons (hands,feet,teeth,etc.)"
20150817194504,"Personal Weapons (hands,feet,teeth,etc.)"
20150817194902,Handgun                                 
20150817195301,Other Weapon                            
20150817202600,Knife                                   
20150817211101,"Personal Weapons (hands,feet,teeth,etc.)"
20150817212102,"Personal Weapons (hands,feet,teeth,etc.)"
20150817213900,Vehicle                                 
20150817220001,"Personal Weapons (hands,feet,teeth,etc.)"
20150817220201,Vehicle                                 
20150817221001,Handgun                                 
20150817221101,"Personal Weapons (hands,feet,teeth,etc.)"
20150817221200,"Personal Weapons (hands,feet,teeth,etc.)"
20150817222300,"Personal Weapons (hands,feet,teeth,etc.)"
20150817232900,"Personal Weapons (hands,feet,teeth,etc.)"
20150817233600,"Personal Weapons (hands,feet,teeth,etc.)"
20150817235900,Conducted Electrical Weapon             
20150818000802,"Personal Weapons (hands,feet,teeth,etc.)"
20150818003501,Handgun                                 
20150818005802,"Personal Weapons (hands,feet,teeth,etc.)"
20150818011901,"Personal Weapons (hands,feet,teeth,etc.)"
20150818014800,"Personal Weapons (hands,feet,teeth,etc.)"
20150818015100,"Personal Weapons (hands,feet,teeth,etc.)"
20150818022501,"Personal Weapons (hands,feet,teeth,etc.)"
20150818025200,"Personal Weapons (hands,feet,teeth,etc.)"
20150818032201,Other Weapon                            
20150818045800,"Personal Weapons (hands,feet,teeth,etc.)"
20150818065801,"Personal Weapons (hands,feet,teeth,etc.)"
20150818093900,"Personal Weapons (hands,feet,teeth,etc.)"
20150818112302,Handgun                                 
20150818112304,"Personal Weapons (hands,feet,teeth,etc.)"
20150818114201,Handgun                                 
20150818120405,Handgun                                 
20150818123901,"Personal Weapons (hands,feet,teeth,etc.)"
20150818134004,Handgun                                 
20150818134004,Knife                                   
20150818134004,"Personal Weapons (hands,feet,teeth,etc.)"
20150818134501,"Personal Weapons (hands,feet,teeth,etc.)"
20150818151202,"Personal Weapons (hands,feet,teeth,etc.)"
20150818152502,"Blunt Object(club,hammer,etc)           "
20150818153405,Undetermined Firearm                    
20150818153407,"Personal Weapons (hands,feet,teeth,etc.)"
20150818153805,"Personal Weapons (hands,feet,teeth,etc.)"
20150818154103,Not Applicable/None                     
20150818154700,"Personal Weapons (hands,feet,teeth,etc.)"
20150818155903,"Personal Weapons (hands,feet,teeth,etc.)"
20150818165001,Unknown/Not Stated                      
20150818171602,"Personal Weapons (hands,feet,teeth,etc.)"
20150818173301,"Personal Weapons (hands,feet,teeth,etc.)"
20150818174101,Handgun                                 
20150818182404,"Personal Weapons (hands,feet,teeth,etc.)"
20150818185304,"Personal Weapons (hands,feet,teeth,etc.)"
20150818185900,Handgun                                 
20150818191606,"Personal Weapons (hands,feet,teeth,etc.)"
20150818203400,"Personal Weapons (hands,feet,teeth,etc.)"
20150818204601,Unknown/Not Stated                      
20150818213901,Handgun                                 
20150818214800,Handgun                                 
20150818214801,Handgun                                 
20150818215000,Shotgun                                 
20150818220202,Handgun                                 
20150818221200,"Personal Weapons (hands,feet,teeth,etc.)"
20150818221200,"Blunt Object(club,hammer,etc)           "
20150818222000,Other Weapon                            
20150818222900,"Personal Weapons (hands,feet,teeth,etc.)"
20150818223601,"Personal Weapons (hands,feet,teeth,etc.)"
20150818230601,"Personal Weapons (hands,feet,teeth,etc.)"
20150818231001,Knife                                   
20150818232401,Handgun                                 
20150819001400,Handgun                                 
20150819012400,"Personal Weapons (hands,feet,teeth,etc.)"
20150819021201,Undetermined Firearm                    
20150819021500,Undetermined Firearm                    
20150819021600,"Personal Weapons (hands,feet,teeth,etc.)"
20150819023401,"Personal Weapons (hands,feet,teeth,etc.)"
20150819031902,Other Weapon                            
20150819032500,"Blunt Object(club,hammer,etc)           "
20150819032700,Handgun                                 
20150819045100,"Personal Weapons (hands,feet,teeth,etc.)"
20150819052400,"Personal Weapons (hands,feet,teeth,etc.)"
20150819054200,Handgun                                 
20150819073406,Handgun                                 
20150819074500,"Personal Weapons (hands,feet,teeth,etc.)"
20150819080502,Handgun                                 
20150819080502,Shotgun                                 
20150819103901,"Personal Weapons (hands,feet,teeth,etc.)"
20150819104804,"Personal Weapons (hands,feet,teeth,etc.)"
20150819120004,Handgun                                 
20150819133501,"Personal Weapons (hands,feet,teeth,etc.)"
20150819142902,Handgun                                 
20150819145700,"Personal Weapons (hands,feet,teeth,etc.)"
20150819151202,"Personal Weapons (hands,feet,teeth,etc.)"
20150819152406,"Personal Weapons (hands,feet,teeth,etc.)"
20150819152406,Knife                                   
20150819153700,"Personal Weapons (hands,feet,teeth,etc.)"
20150819154501,"Personal Weapons (hands,feet,teeth,etc.)"
20150819154702,Not Applicable/None                     
20150819155200,"Personal Weapons (hands,feet,teeth,etc.)"
20150819155301,"Personal Weapons (hands,feet,teeth,etc.)"
20150819161203,"Personal Weapons (hands,feet,teeth,etc.)"
20150819161602,Knife                                   
20150819162100,Not Applicable/None                     
20150819164700,"Personal Weapons (hands,feet,teeth,etc.)"
20150819171703,"Personal Weapons (hands,feet,teeth,etc.)"
20150819180001,Not Applicable/None                     
20150819181701,Handgun                                 
20150819183901,Handgun                                 
20150819183901,Vehicle                                 
20150819190201,"Personal Weapons (hands,feet,teeth,etc.)"
20150819195902,Rifle                                   
20150819201704,Handgun                                 
20150819201904,"Personal Weapons (hands,feet,teeth,etc.)"
20150819203602,"Personal Weapons (hands,feet,teeth,etc.)"
20150819213603,Ax/Hatchet                              
20150819220600,"Personal Weapons (hands,feet,teeth,etc.)"
20150819221102,"Personal Weapons (hands,feet,teeth,etc.)"
20150819230000,Handgun                                 
20150819230901,"Personal Weapons (hands,feet,teeth,etc.)"
20150819231805,"Personal Weapons (hands,feet,teeth,etc.)"
20150819231805,Handgun                                 
20150819234401,Vehicle                                 
20150819234700,"Personal Weapons (hands,feet,teeth,etc.)"
20150820002300,Not Applicable/None                     
20150820002300,Handgun                                 
20150820002601,"Personal Weapons (hands,feet,teeth,etc.)"
20150820004402,"Personal Weapons (hands,feet,teeth,etc.)"
20150820010103,Ax/Hatchet                              
20150820031601,"Personal Weapons (hands,feet,teeth,etc.)"
20150820031601,Handgun                                 
20150820034002,"Personal Weapons (hands,feet,teeth,etc.)"
20150820042001,"Personal Weapons (hands,feet,teeth,etc.)"
20150820043002,Knife                                   
20150820043300,Handgun                                 
20150820044401,Other Firearm                           
20150820050900,Handgun                                 
20150820051700,Handgun                                 
20150820061700,"Personal Weapons (hands,feet,teeth,etc.)"
20150820073200,"Personal Weapons (hands,feet,teeth,etc.)"
20150820083703,Handgun                                 
20150820092902,Handgun                                 
20150820094600,Handgun                                 
20150820104303,Unknown/Not Stated                      
20150820113202,"Personal Weapons (hands,feet,teeth,etc.)"
20150820120704,"Personal Weapons (hands,feet,teeth,etc.)"
20150820121700,"Personal Weapons (hands,feet,teeth,etc.)"
20150820133000,"Personal Weapons (hands,feet,teeth,etc.)"
20150820133203,Handgun                                 
20150820135501,"Personal Weapons (hands,feet,teeth,etc.)"
20150820141401,"Personal Weapons (hands,feet,teeth,etc.)"
20150820142606,"Personal Weapons (hands,feet,teeth,etc.)"
20150820151001,"Personal Weapons (hands,feet,teeth,etc.)"
20150820152503,"Personal Weapons (hands,feet,teeth,etc.)"
20150820154303,Handgun                                 
20150820155100,"Personal Weapons (hands,feet,teeth,etc.)"
20150820170601,Other Weapon                            
20150820173701,Handgun                                 
20150820180203,"Personal Weapons (hands,feet,teeth,etc.)"
20150820184702,"Personal Weapons (hands,feet,teeth,etc.)"
20150820185802,Handgun                                 
20150820191302,"Personal Weapons (hands,feet,teeth,etc.)"
20150820191503,"Personal Weapons (hands,feet,teeth,etc.)"
20150820191503,Vehicle                                 
20150820195501,Knife                                   
20150820213003,Handgun                                 
20150820213300,"Personal Weapons (hands,feet,teeth,etc.)"
20150820221402,"Personal Weapons (hands,feet,teeth,etc.)"
20150820221603,"Personal Weapons (hands,feet,teeth,etc.)"
20150820222304,"Personal Weapons (hands,feet,teeth,etc.)"
20150820222304,Handgun                                 
20150820224704,"Personal Weapons (hands,feet,teeth,etc.)"
20150820224901,Handgun                                 
20150820225402,Not Applicable/None                     
20150820235102,Handgun                                 
20150820235104,Handgun                                 
20150820235802,"Personal Weapons (hands,feet,teeth,etc.)"
20150821003400,Shotgun                                 
20150821003400,"Personal Weapons (hands,feet,teeth,etc.)"
20150821011200,"Personal Weapons (hands,feet,teeth,etc.)"
20150821022902,"Personal Weapons (hands,feet,teeth,etc.)"
20150821022902,Handgun                                 
20150821023201,"Personal Weapons (hands,feet,teeth,etc.)"
20150821031400,Undetermined Firearm                    
20150821034400,Not Applicable/None                     
20150821041400,"Personal Weapons (hands,feet,teeth,etc.)"
20150821075901,"Personal Weapons (hands,feet,teeth,etc.)"
20150821083903,Handgun                                 
20150821094903,"Personal Weapons (hands,feet,teeth,etc.)"
20150821104702,Rifle                                   
20150821124105,"Personal Weapons (hands,feet,teeth,etc.)"
20150821132600,"Personal Weapons (hands,feet,teeth,etc.)"
20150821140101,"Personal Weapons (hands,feet,teeth,etc.)"
20150821140600,Undetermined Firearm                    
20150821143302,"Personal Weapons (hands,feet,teeth,etc.)"
20150821153901,Vehicle                                 
20150821161902,"Personal Weapons (hands,feet,teeth,etc.)"
20150821165902,Handgun                                 
20150821170501,"Personal Weapons (hands,feet,teeth,etc.)"
20150821171204,"Personal Weapons (hands,feet,teeth,etc.)"
20150821172001,Pliers/Wrench                           
20150821174001,Not Applicable/None                     
20150821174402,Handgun                                 
20150821174602,"Personal Weapons (hands,feet,teeth,etc.)"
20150821181502,"Personal Weapons (hands,feet,teeth,etc.)"
20150821181900,"Personal Weapons (hands,feet,teeth,etc.)"
20150821191601,"Personal Weapons (hands,feet,teeth,etc.)"
20150821191903,"Personal Weapons (hands,feet,teeth,etc.)"
20150821192100,"Personal Weapons (hands,feet,teeth,etc.)"
20150821193101,"Personal Weapons (hands,feet,teeth,etc.)"
20150821194802,Handgun                                 
20150821200603,"Personal Weapons (hands,feet,teeth,etc.)"
20150821201801,"Personal Weapons (hands,feet,teeth,etc.)"
20150821202900,"Personal Weapons (hands,feet,teeth,etc.)"
20150821203503,"Personal Weapons (hands,feet,teeth,etc.)"
20150821204001,"Personal Weapons (hands,feet,teeth,etc.)"
20150821210500,Handgun                                 
20150821211400,Other Weapon                            
20150821213004,Handgun                                 
20150821214204,"Personal Weapons (hands,feet,teeth,etc.)"
20150821220801,"Personal Weapons (hands,feet,teeth,etc.)"
20150821220901,Other Cutting Instrument                
20150821220901,Not Applicable/None                     
20150821222400,Undetermined Firearm                    
20150821222400,Handgun                                 
20150821224901,Conducted Electrical Weapon             
20150821225201,"Personal Weapons (hands,feet,teeth,etc.)"
20150821231602,Handgun                                 
20150821232102,Not Applicable/None                     
20150821234101,"Personal Weapons (hands,feet,teeth,etc.)"
20150822000002,Handgun                                 
20150822010002,Undetermined Firearm                    
20150822010403,Other Weapon                            
20150822010403,"Personal Weapons (hands,feet,teeth,etc.)"
20150822021900,Handgun                                 
20150822023201,Handgun                                 
20150822030300,Handgun                                 
20150822034601,Undetermined Firearm                    
20150822035400,"Personal Weapons (hands,feet,teeth,etc.)"
20150822040001,"Personal Weapons (hands,feet,teeth,etc.)"
20150822041800,Knife                                   
20150822061200,Handgun                                 
20150822062701,"Personal Weapons (hands,feet,teeth,etc.)"
20150822090700,Handgun                                 
20150822093600,"Personal Weapons (hands,feet,teeth,etc.)"
20150822104602,"Personal Weapons (hands,feet,teeth,etc.)"
20150822104602,Knife                                   
20150822110100,Handgun                                 
20150822111601,"Personal Weapons (hands,feet,teeth,etc.)"
20150822120100,Handgun                                 
20150822120302,"Personal Weapons (hands,feet,teeth,etc.)"
20150822121303,Knife                                   
20150822125400,Not Applicable/None                     
20150822131800,"Personal Weapons (hands,feet,teeth,etc.)"
20150822135102,"Personal Weapons (hands,feet,teeth,etc.)"
20150822162700,"Personal Weapons (hands,feet,teeth,etc.)"
20150822163103,"Personal Weapons (hands,feet,teeth,etc.)"
20150822163500,Handgun                                 
20150822165900,Knife                                   
20150822170101,"Personal Weapons (hands,feet,teeth,etc.)"
20150822172601,"Personal Weapons (hands,feet,teeth,etc.)"
20150822175503,"Blunt Object(club,hammer,etc)           "
20150822182201,"Personal Weapons (hands,feet,teeth,etc.)"
20150822184402,"Personal Weapons (hands,feet,teeth,etc.)"
20150822190900,"Personal Weapons (hands,feet,teeth,etc.)"
20150822193601,"Personal Weapons (hands,feet,teeth,etc.)"
20150822210000,"Personal Weapons (hands,feet,teeth,etc.)"
20150822214100,"Personal Weapons (hands,feet,teeth,etc.)"
20150822215903,"Personal Weapons (hands,feet,teeth,etc.)"
20150822222100,"Personal Weapons (hands,feet,teeth,etc.)"
20150822223301,"Personal Weapons (hands,feet,teeth,etc.)"
20150822223400,"Blunt Object(club,hammer,etc)           "
20150822224707,"Personal Weapons (hands,feet,teeth,etc.)"
20150822231101,Rifle                                   
20150822232200,Knife                                   
20150822232200,"Personal Weapons (hands,feet,teeth,etc.)"
20150822232400,"Personal Weapons (hands,feet,teeth,etc.)"
20150822235301,Handgun                                 
20150823000800,"Personal Weapons (hands,feet,teeth,etc.)"
20150823001400,"Personal Weapons (hands,feet,teeth,etc.)"
20150823001903,"Personal Weapons (hands,feet,teeth,etc.)"
20150823002600,"Personal Weapons (hands,feet,teeth,etc.)"
20150823003702,Handgun                                 
20150823004402,Knife                                   
20150823010202,Handgun                                 
20150823012700,"Personal Weapons (hands,feet,teeth,etc.)"
20150823012700,Handgun                                 
20150823014901,"Personal Weapons (hands,feet,teeth,etc.)"
20150823015700,"Personal Weapons (hands,feet,teeth,etc.)"
20150823021402,"Personal Weapons (hands,feet,teeth,etc.)"
20150823022102,Handgun                                 
20150823022105,Handgun                                 
20150823023902,"Personal Weapons (hands,feet,teeth,etc.)"
20150823024600,"Personal Weapons (hands,feet,teeth,etc.)"
20150823024900,"Personal Weapons (hands,feet,teeth,etc.)"
20150823030500,"Personal Weapons (hands,feet,teeth,etc.)"
20150823030500,Handgun                                 
20150823030701,"Personal Weapons (hands,feet,teeth,etc.)"
20150823031000,"Personal Weapons (hands,feet,teeth,etc.)"
20150823033300,"Personal Weapons (hands,feet,teeth,etc.)"
20150823040301,"Personal Weapons (hands,feet,teeth,etc.)"
20150823040401,Handgun                                 
20150823040401,"Personal Weapons (hands,feet,teeth,etc.)"
20150823041600,Undetermined Firearm                    
20150823042000,Undetermined Firearm                    
20150823044300,"Personal Weapons (hands,feet,teeth,etc.)"
20150823050900,"Personal Weapons (hands,feet,teeth,etc.)"
20150823073102,"Personal Weapons (hands,feet,teeth,etc.)"
20150823073302,"Personal Weapons (hands,feet,teeth,etc.)"
20150823080000,"Personal Weapons (hands,feet,teeth,etc.)"
20150823090903,Handgun                                 
20150823091603,"Personal Weapons (hands,feet,teeth,etc.)"
20150823100604,Unknown/Not Stated                      
20150823102701,"Personal Weapons (hands,feet,teeth,etc.)"
20150823110302,Not Applicable/None                     
20150823114701,"Personal Weapons (hands,feet,teeth,etc.)"
20150823120301,"Personal Weapons (hands,feet,teeth,etc.)"
20150823130900,"Personal Weapons (hands,feet,teeth,etc.)"
20150823133500,"Personal Weapons (hands,feet,teeth,etc.)"
20150823140300,Handgun                                 
20150823145303,Handgun                                 
20150823154602,"Personal Weapons (hands,feet,teeth,etc.)"
20150823163604,"Personal Weapons (hands,feet,teeth,etc.)"
20150823170505,"Personal Weapons (hands,feet,teeth,etc.)"
20150823172301,Not Applicable/None                     
20150823180101,"Personal Weapons (hands,feet,teeth,etc.)"
20150823181602,Not Applicable/None                     
20150823184300,Handgun                                 
20150823192501,"Personal Weapons (hands,feet,teeth,etc.)"
20150823193602,Not Applicable/None                     
20150823203604,"Personal Weapons (hands,feet,teeth,etc.)"
20150823204202,"Personal Weapons (hands,feet,teeth,etc.)"
20150823204801,Not Applicable/None                     
20150823215500,"Personal Weapons (hands,feet,teeth,etc.)"
20150823220002,"Personal Weapons (hands,feet,teeth,etc.)"
20150823225901,"Personal Weapons (hands,feet,teeth,etc.)"
20150823232500,"Personal Weapons (hands,feet,teeth,etc.)"
20150824011100,"Personal Weapons (hands,feet,teeth,etc.)"
20150824013501,Handgun                                 
20150824014000,Handgun                                 
20150824022901,Handgun                                 
20150824023200,Handgun                                 
20150824023801,Handgun                                 
20150824031100,Undetermined Firearm                    
20150824041100,"Personal Weapons (hands,feet,teeth,etc.)"
20150824043200,Undetermined Firearm                    
20150824074100,Knife                                   
20150824074100,Other Chemical/Drugs                    
20150824080800,"Personal Weapons (hands,feet,teeth,etc.)"
20150824085901,"Personal Weapons (hands,feet,teeth,etc.)"
20150824093701,Handgun                                 
20150824094603,Handgun                                 
20150824115300,Knife                                   
20150824134700,"Personal Weapons (hands,feet,teeth,etc.)"
20150824142802,Handgun                                 
20150824151803,Not Applicable/None                     
20150824152101,"Personal Weapons (hands,feet,teeth,etc.)"
20150824152300,Handgun                                 
20150824155502,"Personal Weapons (hands,feet,teeth,etc.)"
20150824161201,Pliers/Wrench                           
20150824162902,"Personal Weapons (hands,feet,teeth,etc.)"
20150824164101,"Personal Weapons (hands,feet,teeth,etc.)"
20150824164600,"Personal Weapons (hands,feet,teeth,etc.)"
20150824171301,Handgun                                 
20150824172105,"Personal Weapons (hands,feet,teeth,etc.)"
20150824174202,"Personal Weapons (hands,feet,teeth,etc.)"
20150824175605,"Personal Weapons (hands,feet,teeth,etc.)"
20150824185400,"Personal Weapons (hands,feet,teeth,etc.)"
20150824190100,Knife                                   
20150824191105,"Personal Weapons (hands,feet,teeth,etc.)"
20150824191700,Handgun                                 
20150824191900,Handgun                                 
20150824193303,"Personal Weapons (hands,feet,teeth,etc.)"
20150824200402,"Personal Weapons (hands,feet,teeth,etc.)"
20150824200402,Knife                                   
20150824201900,"Personal Weapons (hands,feet,teeth,etc.)"
20150824201902,Other Weapon                            
20150824202701,Undetermined Firearm                    
20150824203305,Handgun                                 
20150824203703,"Personal Weapons (hands,feet,teeth,etc.)"
20150824215100,"Personal Weapons (hands,feet,teeth,etc.)"
20150824215401,"Personal Weapons (hands,feet,teeth,etc.)"
20150824222602,"Personal Weapons (hands,feet,teeth,etc.)"
20150824223303,"Personal Weapons (hands,feet,teeth,etc.)"
20150824223401,"Personal Weapons (hands,feet,teeth,etc.)"
20150824223401,"Gas/Air Powered Gun (BB, Pellet, etc.)  "
20150824225203,Undetermined Firearm                    
20150824225601,"Personal Weapons (hands,feet,teeth,etc.)"
20150824234700,Other Weapon                            
20150824235900,Handgun                                 
20150825013600,"Personal Weapons (hands,feet,teeth,etc.)"
20150825021502,"Personal Weapons (hands,feet,teeth,etc.)"
20150825024102,"Personal Weapons (hands,feet,teeth,etc.)"
20150825045402,Handgun                                 
20150825052200,Handgun                                 
20150825062302,Handgun                                 
20150825072001,Handgun                                 
20150825072001,Shotgun                                 
20150825080002,"Personal Weapons (hands,feet,teeth,etc.)"
20150825081703,Not Applicable/None                     
20150825091705,"Personal Weapons (hands,feet,teeth,etc.)"
20150825093701,"Personal Weapons (hands,feet,teeth,etc.)"
20150825130000,Other Weapon                            
20150825140303,Not Applicable/None                     
20150825141902,Knife                                   
20150825142703,Razor                                   
20150825151903,"Personal Weapons (hands,feet,teeth,etc.)"
20150825152709,"Personal Weapons (hands,feet,teeth,etc.)"
20150825161601,"Personal Weapons (hands,feet,teeth,etc.)"
20150825165302,"Personal Weapons (hands,feet,teeth,etc.)"
20150825172600,Handgun                                 
20150825172903,"Personal Weapons (hands,feet,teeth,etc.)"
20150825180100,Handgun                                 
20150825181203,"Personal Weapons (hands,feet,teeth,etc.)"
20150825181903,"Personal Weapons (hands,feet,teeth,etc.)"
20150825185301,"Personal Weapons (hands,feet,teeth,etc.)"
20150825185800,"Personal Weapons (hands,feet,teeth,etc.)"
20150825190002,Other Weapon                            
20150825190900,Not Applicable/None                     
20150825191801,Handgun                                 
20150825192201,"Personal Weapons (hands,feet,teeth,etc.)"
20150825192801,"Personal Weapons (hands,feet,teeth,etc.)"
20150825202101,"Personal Weapons (hands,feet,teeth,etc.)"
20150825203600,"Personal Weapons (hands,feet,teeth,etc.)"
20150825204200,"Personal Weapons (hands,feet,teeth,etc.)"
20150825204401,"Personal Weapons (hands,feet,teeth,etc.)"
20150825210803,Other Chemical/Drugs                    
20150825210803,Vehicle                                 
20150825211000,"Personal Weapons (hands,feet,teeth,etc.)"
20150825220200,"Personal Weapons (hands,feet,teeth,etc.)"
20150825220602,"Personal Weapons (hands,feet,teeth,etc.)"
20150825223701,Handgun                                 
20150825225800,Not Applicable/None                     
20150826002301,"Personal Weapons (hands,feet,teeth,etc.)"
20150826005101,"Personal Weapons (hands,feet,teeth,etc.)"
20150826012402,Handgun                                 
20150826012402,Rifle                                   
20150826040801,"Personal Weapons (hands,feet,teeth,etc.)"
20150826084102,"Personal Weapons (hands,feet,teeth,etc.)"
20150826100202,Handgun                                 
20150826102104,"Blunt Object(club,hammer,etc)           "
20150826105101,"Personal Weapons (hands,feet,teeth,etc.)"
20150826105304,Other Weapon                            
20150826110805,Not Applicable/None                     
20150826115601,"Personal Weapons (hands,feet,teeth,etc.)"
20150826120200,Knife                                   
20150826124100,Not Applicable/None                     
20150826124100,"Personal Weapons (hands,feet,teeth,etc.)"
20150826131502,Vehicle                                 
20150826134501,Not Applicable/None                     
20150826141801,Handgun                                 
20150826142300,"Personal Weapons (hands,feet,teeth,etc.)"
20150826150002,"Personal Weapons (hands,feet,teeth,etc.)"
20150826151400,"Personal Weapons (hands,feet,teeth,etc.)"
20150826154201,"Personal Weapons (hands,feet,teeth,etc.)"
20150826155601,Other Firearm                           
20150826160205,"Personal Weapons (hands,feet,teeth,etc.)"
20150826165706,Handgun                                 
20150826170201,"Personal Weapons (hands,feet,teeth,etc.)"
20150826175200,"Personal Weapons (hands,feet,teeth,etc.)"
20150826195801,"Personal Weapons (hands,feet,teeth,etc.)"
20150826202002,"Personal Weapons (hands,feet,teeth,etc.)"
20150826202102,"Personal Weapons (hands,feet,teeth,etc.)"
20150826203502,"Personal Weapons (hands,feet,teeth,etc.)"
20150826203702,"Personal Weapons (hands,feet,teeth,etc.)"
20150826234601,Handgun                                 
20150827004903,Handgun                                 
20150827010100,Other Firearm                           
20150827010100,Rifle                                   
20150827010100,Undetermined Firearm                    
20150827011200,Handgun                                 
20150827011800,"Personal Weapons (hands,feet,teeth,etc.)"
20150827030200,"Personal Weapons (hands,feet,teeth,etc.)"
20150827033000,Other Weapon                            
20150827041200,"Personal Weapons (hands,feet,teeth,etc.)"
20150827041300,Handgun                                 
20150827052700,"Personal Weapons (hands,feet,teeth,etc.)"
20150827063501,Shotgun                                 
20150827064300,"Personal Weapons (hands,feet,teeth,etc.)"
20150827070200,Shotgun                                 
20150827081500,"Personal Weapons (hands,feet,teeth,etc.)"
20150827091203,Other Weapon                            
20150827091800,Other Weapon                            
20150827092300,"Personal Weapons (hands,feet,teeth,etc.)"
20150827093104,"Personal Weapons (hands,feet,teeth,etc.)"
20150827100001,"Personal Weapons (hands,feet,teeth,etc.)"
20150827100400,"Personal Weapons (hands,feet,teeth,etc.)"
20150827122305,"Personal Weapons (hands,feet,teeth,etc.)"
20150827123100,"Personal Weapons (hands,feet,teeth,etc.)"
20150827123103,"Personal Weapons (hands,feet,teeth,etc.)"
20150827133502,"Personal Weapons (hands,feet,teeth,etc.)"
20150827135602,"Personal Weapons (hands,feet,teeth,etc.)"
20150827135905,Other Weapon                            
20150827144201,"Personal Weapons (hands,feet,teeth,etc.)"
20150827150105,Handgun                                 
20150827150402,Unknown/Not Stated                      
20150827150801,Handgun                                 
