Complaint_No,Vehicle_Year,Vechicle_Make,Vehicle_Model,Vehicle_Color,Vehicle_Body
20151022070202,1998,Honda                                                                 ,CIVIC DEL SOL                 ,"Green, Dark/Green, Dark                                               ",2-Door                                                                
20151022071105,2009,Chevrolet                                                             ,COLBALT                       ,Red/Red                                                               ,4-Door                                                                
20151022075500,2007,Ford                                                                  ,FUSION                        ,Silver/Silver                                                         ,4-Door                                                                
20151022080305,2000,Acura                                                                 ,3.2 TL                        ,White/White                                                           ,4-Door                                                                
20151022080500,2010,Dodge                                                                 ,CHARGER                       ,Red/Red                                                               ,4-Door                                                                
20151022130801,1999,Cadillac                                                              ,ESCALADE                      ,White/White                                                           ,Sport Utility Vehicle                                                 
20151022145502,1996,Ford                                                                  ,TAURUS                        ,Silver/Silver                                                         ,Station Wagon                                                         
20151022185301,2002,Hyundai                                                               ,ELANTRA                       ,Gray/                                                                 ,4-Door                                                                
20151022200703,    ,Kawasaki                                                              ,KFX 700-05                    ,Green/Green                                                           ,Other - 4 WHEELER                                                     
20151023030800,2002,Honda                                                                 ,CBR                           ,Red/Black                                                             ,Motorcycle                                                            
20151023062300,2003,Ford                                                                  ,RANGER                        ,Red/Red                                                               ,Pick-up Truck                                                         
20151023091800,2006,Ford                                                                  ,ECONOLINE                     ,White/White                                                           ,Van                                                                   
20151023101103,2013,Other - BASHEN                                                        ,PEACE                         ,Black/Blue                                                            ,Moped                                                                 
20151023102702,2005,Chevrolet                                                             ,COBALT                        ,White/White                                                           ,4-Door                                                                
20151023110301,2002,Chrysler                                                              ,CARGO VAN                     ,White/White                                                           ,Van                                                                   
20151023133300,2006,Caterpillar Tractor                                                   ,277B                          ,Yellow/Yellow                                                         ,Other - Skid Steer                                                    
20151023165901,2015,Buick                                                                 ,LACROSSE                      ,Silver/Silver                                                         ,4-Door                                                                
20151023203405,2007,Suzuki                                                                ,GSX-R1000                     ,Black/Black                                                           ,Motorcycle                                                            
20151023204401,2010,Chrysler                                                              ,TOWN AND COUNTRY              ,Black/Black                                                           ,4-Door                                                                
20151023231300,2000,Dodge                                                                 ,CARAVAN                       ,Burgundy/Burgundy                                                     ,Van                                                                   
20151024061400,    ,Buick                                                                 ,LESABRE                       ,White/White                                                           ,4-Door                                                                
20151024063101,2012,Toyota                                                                ,COROLLA                       ,White/White                                                           ,4-Door                                                                
20151024090700,2003,Pontiac                                                               ,GRAND AM                      ,White/White                                                           ,4-Door                                                                
20151024102900,2015,Ford                                                                  ,FOCUS                         ,Burgundy/Burgundy                                                     ,4-Door                                                                
20151024122500,2007,Kia Motors                                                            ,SPORTAGE                      ,Silver/Silver                                                         ,Sport Utility Vehicle                                                 
20151024155000,1999,Ford                                                                  ,ECONOLINE WAGO                ,White/White                                                           ,Van                                                                   
20151024202100,2006,Dodge                                                                 ,MAGNUM                        ,Black/Black                                                           ,4-Door                                                                
20151024204903,2014,Honda                                                                 ,CIVIC                         ,Silver/Silver                                                         ,4-Door                                                                
20151024205800,2005,Pontiac                                                               ,G5                            ,Silver/Silver                                                         ,4-Door                                                                
20151025001301,1995,Honda                                                                 ,ACCORD                        ,"Green, Dark/Green, Dark                                               ",4-Door                                                                
20151025035800,2009,Chevrolet                                                             ,IMPALA                        ,Blue/Blue                                                             ,4-Door                                                                
20151025042900,    ,Honda                                                                 ,CIVIC                         ,Red/Red                                                               ,4-Door                                                                
20151025052603,2012,Honda                                                                 ,CROSSTOUR                     ,Gray/Gray                                                             ,Sport Utility Vehicle                                                 
20151025084100,2003,Honda                                                                 ,ACCORD                        ,"Blue, Dark/Blue, Dark                                                 ",4-Door                                                                
20151025091904,2005,Acura                                                                 ,MDX                           ,White/                                                                ,4-Door                                                                
20151025091904,2005,Acura                                                                 ,TL                            ,Black/                                                                ,4-Door                                                                
20151025104000,2000,Honda                                                                 ,ACCORD                        ,Green/Green                                                           ,4-Door                                                                
20151025113402,2004,Lincoln                                                               ,NAVIGATOR                     ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20151025122201,1992,Mercury                                                               ,GRAND MARQUIS                 ,Burgundy/Burgundy                                                     ,2-Door                                                                
20151025133201,2010,Kia Motors                                                            ,OPTIMA                        ,White/White                                                           ,4-Door                                                                
20151025144100,2004,Lexus                                                                 ,GS300                         ,Silver/Silver                                                         ,Unknown                                                               
20151025145802,    ,Unknown                                                               ,                              ,Blue/Black                                                            ,Moped                                                                 
20151026053501,2001,Toyota                                                                ,COROLLA                       ,White/White                                                           ,4-Door                                                                
20151026121704,2005,Chevrolet                                                             ,MALIBU                        ,Black/Black                                                           ,4-Door                                                                
20151026131700,1997,Honda                                                                 ,ACCORD                        ,Beige/Beige                                                           ,4-Door                                                                
20151026180202,2013,Ford                                                                  ,ESCAPE                        ,Silver/Silver                                                         ,Sport Utility Vehicle                                                 
20151026205900,2007,Kia Motors                                                            ,SPORTAGE                      ,White/White                                                           ,4-Door                                                                
20151026212801,2006,Ford                                                                  ,FUSION                        ,Blue/Blue                                                             ,4-Door                                                                
20151026220001,2015,Ford                                                                  ,FOCUS                         ,White/White                                                           ,4-Door                                                                
20151027005200,2011,Ford                                                                  ,ESCAPE                        ,White/White                                                           ,Sport Utility Vehicle                                                 
20151027083400,2003,Dodge                                                                 ,RAM                           ,Red/Red                                                               ,2-Door                                                                
20151027085900,2005,Dodge                                                                 ,DURANGO                       ,Red/Red                                                               ,Sport Utility Vehicle                                                 
20151027094901,2015,Chevrolet                                                             ,CRUZ                          ,Tan/Tan                                                               ,4-Door                                                                
20151027095202,2002,Mitsubishi                                                            ,LANCER ER                     ,Silver/Silver                                                         ,4-Door                                                                
20151027095601,2015,Chevrolet                                                             ,EQUINOX                       ,Black/Black                                                           ,4-Door                                                                
20151027121500,2000,Buick                                                                 ,LESABRE                       ,Silver/Silver                                                         ,4-Door                                                                
20151027121802,2014,Mitsubishi                                                            ,LANCER                        ,Red/Red                                                               ,4-Door                                                                
20151027140001,2006,Dodge                                                                 ,CHARGER                       ,Red/Red                                                               ,4-Door                                                                
20151027142801,2015,Jeep - 1989 and Newer                                                 ,GRAND CHEROKEE                ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20151027161501,2014,Hyundai                                                               ,ELANTRA                       ,White/White                                                           ,4-Door                                                                
20151027173100,    ,General Motors Corp.                                                  ,                              ,White/White                                                           ,Van                                                                   
20151027191800,2002,Honda                                                                 ,ACCORD                        ,Silver/Silver                                                         ,4-Door                                                                
20151027214500,2007,Chevrolet                                                             ,COBALT                        ,Silver/Silver                                                         ,4-Door                                                                
20151027222400,2007,Audi                                                                  ,A4                            ,Silver/Silver                                                         ,4-Door                                                                
20151028004800,1996,Honda                                                                 ,CIVIC                         ,Blue/Blue                                                             ,4-Door                                                                
20151028024200,1996,Honda                                                                 ,ACCORD                        ,Gray/Gray                                                             ,4-Door                                                                
20151028043700,2015,Ford                                                                  ,F150                          ,Red/Red                                                               ,Pick-up Truck                                                         
20151028061801,2007,Jeep - 1989 and Newer                                                 ,COMMANDER                     ,Silver/Silver                                                         ,Sport Utility Vehicle                                                 
20151028064601,1997,Honda                                                                 ,ACCORD                        ,Beige/Beige                                                           ,4-Door                                                                
20151028074101,2014,Jeep - 1989 and Newer                                                 ,PATRIOT                       ,Brown/                                                                ,Sport Utility Vehicle                                                 
20151028093802,2000,Nissan                                                                ,MAXIMA                        ,Black/Black                                                           ,4-Door                                                                
20151028102201,1996,Chevrolet                                                             ,TRUCK                         ,White/White                                                           ,Pick-up Truck                                                         
20151028113104,2001,Ford                                                                  ,CROWN VICTORIA                ,"Blue, Light/Blue, Light                                               ",4-Door                                                                
20151028121705,2016,Chevrolet                                                             ,IMPALA                        ,Black/Black                                                           ,4-Door                                                                
20151028141807,2010,Nissan                                                                ,VERSA                         ,Silver/Silver                                                         ,4-Door                                                                
20151028144301,1998,Honda                                                                 ,CIVIC                         ,Black/Black                                                           ,2-Door                                                                
20151028151101,2002,General Motors Corp.                                                  ,YUKON                         ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20151028161203,2005,Cadillac                                                              ,SRX                           ,Blue/Blue                                                             ,Sport Utility Vehicle                                                 
20151028171803,2002,Honda                                                                 ,ACCORD                        ,Beige/Beige                                                           ,4-Door                                                                
20151029044300,1992,Honda                                                                 ,CIVIC                         ,"Green, Light/Green, Light                                             ",4-Door                                                                
20151029053700,2007,Mazda                                                                 ,6,Black/Black                                                           ,4-Door                                                                
20151029132800,2015,Nissan                                                                ,ALTIMA                        ,White/White                                                           ,4-Door                                                                
20151029144804,2015,Ford                                                                  ,E450                          ,Unknown/Unknown                                                       ,Other - Box Truck                                                     
20151029174300,1998,Toyota                                                                ,CAMRY                         ,Black/Black                                                           ,4-Door                                                                
20151029191402,2011,Ford                                                                  ,FUSION HYBRID                 ,Black/Black                                                           ,4-Door                                                                
20151030003101,2005,Lincoln                                                               ,AVIATOR                       ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20151030053600,1994,General Motors Corp.                                                  ,SONOMA                        ,Red/                                                                  ,Pick-up Truck                                                         
20151030063700,2014,Ford                                                                  ,TRANSIT CONNECT               ,Blue/Blue                                                             ,Van                                                                   
20151030071505,2008,Dodge                                                                 ,CHARGER                       ,Burgundy/Burgundy                                                     ,4-Door                                                                
20151030094800,2009,Mazda                                                                 ,CX-7                          ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20151030104200,2006,Nissan                                                                ,ALTIMA                        ,White/White                                                           ,4-Door                                                                
20151030113601,2016,BMW                                                                   ,228I                          ,White/White                                                           ,2-Door                                                                
20151030151303,2000,Nissan                                                                ,PATHFINDER                    ,White/White                                                           ,Sport Utility Vehicle                                                 
20151030173303,1996,Ford                                                                  ,TAURUS                        ,Gold/Gold                                                             ,4-Door                                                                
20151030194900,2016,Nissan                                                                ,PATHFINDER                    ,Gold/Gold                                                             ,Sport Utility Vehicle                                                 
20151030221001,2004,Acura                                                                 ,MDX                           ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20151030225405,2008,Nissan                                                                ,ALTIMA                        ,Silver/Silver                                                         ,4-Door                                                                
20151031015000,2011,Hyundai                                                               ,ACCENT                        ,"Blue, Dark/Blue, Dark                                                 ",4-Door                                                                
20151031023300,1995,Honda                                                                 ,ACCORD                        ,Blue/Blue                                                             ,4-Door                                                                
20151031024901,1996,Honda                                                                 ,ACCORD                        ,Green/Green                                                           ,4-Door                                                                
20151031074001,2005,Toyota                                                                ,HIGHLANDER                    ,White/White                                                           ,Sport Utility Vehicle                                                 
20151031074700,2013,Honda                                                                 ,ACCORD                        ,Black/Black                                                           ,4-Door                                                                
20151031092402,2015,Dodge                                                                 ,DART                          ,Gray/Gray                                                             ,4-Door                                                                
20151031094500,2008,Honda                                                                 ,ACCORD                        ,Black/Black                                                           ,4-Door                                                                
20151031095003,2010,Dodge                                                                 ,CALIBER                       ,Black/Black                                                           ,4-Door                                                                
20151031111900,2009,Other - MOTORCYCLE (MOPED)                                            ,PIAGGIO                       ,Silver/Silver                                                         ,Moped                                                                 
20151031113601,2009,Other - PEACE                                                         ,SPORT                         ,Red/White                                                             ,Moped                                                                 
20151031115601,2006,Saturn - G M Div                                                      ,ION                           ,Gray/Gray                                                             ,4-Door                                                                
20151031182402,2012,Chevrolet                                                             ,IMPALA                        ,Silver/Silver                                                         ,4-Door                                                                
20151031212000,1988,Honda                                                                 ,ACCORD                        ,Gray/Gray                                                             ,4-Door                                                                
20151101115101,2004,Infiniti                                                              ,G35                           ,Black/Black                                                           ,4-Door                                                                
20151101115400,1997,Honda                                                                 ,ACCORD                        ,Red/Red                                                               ,4-Door                                                                
20151101121401,2007,Mercedes Benz                                                         ,S550                          ,Silver/Silver                                                         ,4-Door                                                                
20151101122400,1996,Cadillac                                                              ,DEVILLE                       ,"Blue, Dark/White                                                      ",4-Door                                                                
20151101172402,1994,Honda                                                                 ,ACCORD                        ,White/White                                                           ,Station Wagon                                                         
20151101175900,2003,Lincoln                                                               ,NAVIGATOR                     ,White/White                                                           ,Sport Utility Vehicle                                                 
20151101183604,1995,Toyota                                                                ,CAMRY                         ,Black/Black                                                           ,4-Door                                                                
20151102000800,2005,Ford                                                                  ,EXPEDITION                    ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20151102071600,2002,Hyundai                                                               ,SANTE FE                      ,White/White                                                           ,Sport Utility Vehicle                                                 
20151102102700,2013,Nissan                                                                ,SENTRA                        ,Black/Black                                                           ,4-Door                                                                
20151102105402,2001,Honda                                                                 ,ACCORD                        ,Blue/Blue                                                             ,2-Door                                                                
20151102114200,1970,Ford                                                                  ,F100                          ,Burgundy/Burgundy                                                     ,Pick-up Truck                                                         
20151102145002,2012,Honda                                                                 ,CIVIC                         ,White/White                                                           ,4-Door                                                                
20151102164501,2016,Subaru                                                                ,OUTBACK                       ,Gray/Gray                                                             ,4-Door                                                                
20151102172805,1997,Ford                                                                  ,CROWN VICTORIA                ,White/White                                                           ,4-Door                                                                
20151102173502,1995,Toyota                                                                ,CAMRY                         ,Burgundy/Burgundy                                                     ,4-Door                                                                
20151102180501,2006,Scion                                                                 ,XB                            ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20151102195401,2015,Dodge                                                                 ,CHARGER                       ,White/White                                                           ,4-Door                                                                
20151102211501,1988,Honda                                                                 ,CIVIC                         ,Burgundy/Burgundy                                                     ,4-Door                                                                
20151103025400,2007,Ford                                                                  ,EXPLORER                      ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20151103071306,2006,Chevrolet                                                             ,TRAILBLAZER                   ,Silver/Silver                                                         ,Sport Utility Vehicle                                                 
20151103091002,    ,Other - Seadoo                                                        ,                              ,White/White                                                           ,Other - boat                                                          
20151103092002,2015,Ford                                                                  ,FOCUS                         ,White/White                                                           ,4-Door                                                                
20151103095101,2013,Ford                                                                  ,E450                          ,White/Orange                                                          ,Other - 20 FOOT BOX TRUCK                                             
20151103103201,2007,Infiniti                                                              ,Q35                           ,Black/Black                                                           ,4-Door                                                                
20151103105201,1996,Honda                                                                 ,ACCORD                        ,Gray/Gray                                                             ,4-Door                                                                
20151103131603,2006,Cadillac                                                              ,CTS                           ,Black/Black                                                           ,4-Door                                                                
20151103134201,2003,Buick                                                                 ,LASABRE                       ,Unknown/Unknown                                                       ,4-Door                                                                
20151103143301,1998,Toyota                                                                ,AVALON                        ,Gold/Gold                                                             ,4-Door                                                                
20151103145800,    ,Audi                                                                  ,A4                            ,Black/Black                                                           ,4-Door                                                                
20151103152702,2004,Infiniti                                                              ,G20                           ,Black/Black                                                           ,4-Door                                                                
20151103230300,2004,Infiniti                                                              ,FX45                          ,Black/Black                                                           ,4-Door                                                                
20151104044800,2015,Honda                                                                 ,CIVIC                         ,Black/Black                                                           ,4-Door                                                                
20151104054100,1997,Honda                                                                 ,CIVIC                         ,Green/Green                                                           ,4-Door                                                                
20151104095702,1999,Mercedes Benz                                                         ,ML320                         ,Blue/Blue                                                             ,Sport Utility Vehicle                                                 
20151104101001,2009,Lexus                                                                 ,ES350                         ,Gray/Gray                                                             ,4-Door                                                                
20151104120801,2005,Nissan                                                                ,ALTIMA                        ,Beige/Beige                                                           ,4-Door                                                                
20151104134103,2005,Chrysler                                                              ,300,Blue/Blue                                                             ,4-Door                                                                
20151104140600,1989,Buick                                                                 ,ELECTRA ULTRA                 ,Gray/Gray                                                             ,4-Door                                                                
20151104154102,1993,Honda                                                                 ,CIVIC                         ,"Green, Dark/Green, Dark                                               ",2-Door                                                                
20151104161603,    ,Other - Tao Tao 50                                                    ,                              ,Black/Black                                                           ,Moped                                                                 
20151105045301,1997,Honda                                                                 ,ACCORD                        ,Beige/                                                                ,4-Door                                                                
20151105092105,2015,General Motors Corp.                                                  ,TC15                          ,Orange/White                                                          ,Van                                                                   
20151105102402,1998,Honda                                                                 ,ACCORD                        ,Black/Black                                                           ,4-Door                                                                
20151105170003,2015,Toyota                                                                ,CAMRY                         ,Gray/Gray                                                             ,4-Door                                                                
20151105204201,1994,Honda                                                                 ,ACCORD                        ,"Blue, Dark/Blue, Dark                                                 ",4-Door                                                                
20151106005404,1997,Lexus                                                                 ,ES300                         ,Burgundy/Burgundy                                                     ,4-Door                                                                
20151106062500,1992,Buick                                                                 ,CENTURY SPECIA 4S             ,Gray/Gray                                                             ,4-Door                                                                
20151106081400,2014,Other - Diamond                                                       ,                              ,Black/Silver                                                          ,"Other - Enclosed trailer, dual wheels                                 "
20151106081901,2001,Honda                                                                 ,ACCORD                        ,White/White                                                           ,4-Door                                                                
20151106082803,1990,Acura                                                                 ,INTEGRA                       ,Red/Red                                                               ,Unknown                                                               
20151106091400,1998,Honda                                                                 ,CIVIC                         ,Green/Green                                                           ,4-Door                                                                
20151106115801,2015,Dodge                                                                 ,CHARGER                       ,White/White                                                           ,4-Door                                                                
20151106121506,2015,Nissan                                                                ,ALTIMA                        ,Blue/Blue                                                             ,4-Door                                                                
20151106121507,2014,Lexus                                                                 ,ES 350                        ,Beige/Beige                                                           ,4-Door                                                                
20151106123901,2015,General Motors Corp.                                                  ,SIERRA                        ,Orange/White                                                          ,Pick-up Truck                                                         
20151106154701,2005,Dodge                                                                 ,                              ,Green/Green                                                           ,Van                                                                   
20151106215600,2006,Suzuki                                                                ,VITERA                        ,Gray/Gray                                                             ,Unknown                                                               
20151106225000,1991,Jeep - 1989 and Newer                                                 ,GRAND CHEROKEE                ,Red/Gray                                                              ,Sport Utility Vehicle                                                 
20151106233800,2007,Dodge                                                                 ,CHARGER                       ,White/White                                                           ,4-Door                                                                
20151107013001,2003,Mitsubishi                                                            ,DIAMANTE                      ,White/White                                                           ,4-Door                                                                
