Complaint_No,Vehicle_Year,Vechicle_Make,Vehicle_Model,Vehicle_Color,Vehicle_Body
20131025001202,1993,Honda                                                                 ,CIVIC LX                      ,Gray/Gray                                                             ,4-Door                                                                
20131025060402,1998,Honda                                                                 ,CIVIC                         ,Green/Green                                                           ,2-Door                                                                
20131025063301,2000,Honda                                                                 ,CBR900RR                      ,Black/Black                                                           ,Motorcycle                                                            
20131025080902,1991,Honda                                                                 ,CIVIC DX                      ,White/White                                                           ,3-Door Hatchback                                                      
20131025103801,1999,Honda                                                                 ,CIVIC                         ,Green/Green                                                           ,4-Door                                                                
20131025111503,2004,Nissan                                                                ,XTERRA                        ,Silver/Silver                                                         ,Sport Utility Vehicle                                                 
20131025114900,1994,Suzuki                                                                ,GSX600F                       ,Purple/Purple                                                         ,Motorcycle                                                            
20131025122802,2006,Dodge                                                                 ,CHARGER                       ,Gray/Gray                                                             ,4-Door                                                                
20131025123800,2010,Jeep - 1989 and Newer                                                 ,PATRIOT                       ,Silver/Silver                                                         ,Sport Utility Vehicle                                                 
20131025143203,2008,Dodge                                                                 ,CHARGER                       ,White/White                                                           ,4-Door                                                                
20131025144502,1991,Chevrolet                                                             ,CORSICA                       ,Blue/Blue                                                             ,4-Door                                                                
20131025175401,2013,Nissan                                                                ,ALTIMA                        ,Black/Black                                                           ,4-Door                                                                
20131025182701,2006,Ford                                                                  ,F150                          ,Black/                                                                ,Pick-up Truck                                                         
20131025200600,2002,Ford                                                                  ,TAURUS                        ,Unknown/Unknown                                                       ,4-Door                                                                
20131025213303,    ,Chrysler                                                              ,SEBRING                       ,White/White                                                           ,Unknown                                                               
20131026001902,1995,Honda                                                                 ,ACCORD LX                     ,Burgundy/Burgundy                                                     ,4-Door                                                                
20131026062000,1999,Isuzu                                                                 ,RODEO                         ,Green/Green                                                           ,4-Door                                                                
20131026090400,1984,Chevrolet                                                             ,CAPRICE                       ,Gray/Gray                                                             ,4-Door                                                                
20131026103703,1996,Honda                                                                 ,ACCORD                        ,Turquoise/Turquoise                                                   ,4-Door                                                                
20131026104200,2012,Other - VIP                                                           ,50CC MOPED                    ,Red/Silver                                                            ,Moped                                                                 
20131026104205,1999,Ford                                                                  ,CROWN VICTORIA                ,Gold/Gold                                                             ,4-Door                                                                
20131026110703,1998,Ford                                                                  ,CROWN VICTORIA                ,Silver/Silver                                                         ,4-Door                                                                
20131026150702,1998,Mazda                                                                 ,B3000SX/SE                    ,Burgundy/Burgundy                                                     ,Pick-up Truck                                                         
20131026153005,1994,Ford                                                                  ,RANGER                        ,Gray/Gray                                                             ,Pick-up Truck                                                         
20131026170700,2001,Buick                                                                 ,LESABRE                       ,Tan/Tan                                                               ,4-Door                                                                
20131026175304,1994,Ford                                                                  ,F150                          ,White/White                                                           ,Pick-up Truck                                                         
20131026181005,1990,Honda                                                                 ,ACCORD                        ,Red/                                                                  ,2-Door                                                                
20131026191103,2003,Ford                                                                  ,CROWN VICTORIA                ,White/White                                                           ,4-Door                                                                
20131027005301,2006,Jeep - 1989 and Newer                                                 ,LIBERTY                       ,Blue/Blue                                                             ,Sport Utility Vehicle                                                 
20131027072900,1991,Honda                                                                 ,ACCORD                        ,Gray/Gray                                                             ,Station Wagon                                                         
20131027082200,2004,Ford                                                                  ,EXPLORER                      ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20131027101001,1992,Buick                                                                 ,ROADMASTER                    ,Silver/Silver                                                         ,4-Door                                                                
20131027124302,2000,Ford                                                                  ,F150                          ,Red/Red                                                               ,Pick-up Truck                                                         
20131027142601,1996,Acura                                                                 ,TL                            ,Black/Black                                                           ,4-Door                                                                
20131027215102,    ,Chrysler                                                              ,TOWN & COUNTRY                ,Gray/Gray                                                             ,Van                                                                   
20131027215302,1998,Honda                                                                 ,ACCORD                        ,Black/Black                                                           ,4-Door                                                                
20131028060400,2013,Dodge                                                                 ,AVENGER                       ,Black/Black                                                           ,4-Door                                                                
20131028061602,1984,Chevrolet                                                             ,CAPRICE CLASSIC               ,Burgundy/Burgundy                                                     ,4-Door                                                                
20131028071900,2007,Toyota                                                                ,CAMRY                         ,Silver/Silver                                                         ,4-Door                                                                
20131028072300,    ,Chevrolet                                                             ,SILVERADO                     ,White/White                                                           ,Pick-up Truck                                                         
20131028085102,2004,Buick                                                                 ,LESABRE                       ,Red/Red                                                               ,4-Door                                                                
20131028102900,1995,Honda                                                                 ,ACCORD                        ,Green/Green                                                           ,4-Door                                                                
20131028131201,2003,Chevrolet                                                             ,TRAILBLAZER                   ,Green/Green                                                           ,Sport Utility Vehicle                                                 
20131028180804,2003,Ford                                                                  ,ECONOLINE                     ,White/White                                                           ,Van                                                                   
20131028183102,2012,Nissan                                                                ,VERSA                         ,Silver/Silver                                                         ,4-Door                                                                
20131028194000,2013,Lincoln                                                               ,MKZ                           ,Burgundy/Burgundy                                                     ,4-Door                                                                
20131029071900,1999,Nissan                                                                ,MAXIMA                        ,Gold/Gold                                                             ,4-Door                                                                
20131029081502,2007,Kia Motors                                                            ,OPTIMA                        ,Red/Red                                                               ,4-Door                                                                
20131029091001,2012,Ford                                                                  ,FOCUS                         ,Black/Black                                                           ,4-Door                                                                
20131029100800,1994,Chevrolet                                                             ,SILVERADO                     ,Burgundy/Tan                                                          ,Pick-up Truck                                                         
20131029102000,1994,Honda                                                                 ,ACCORD                        ,Black/Black                                                           ,4-Door                                                                
20131029131203,1996,Other - EZ Loader                                                     ,BOAT TRAILER                  ,Unknown/Unknown                                                       ,Recreational Vehicle                                                  
20131029135000,2003,Mazda                                                                 ,PROTEGE                       ,Yellow/                                                               ,4-Door                                                                
20131029142402,2002,Chevrolet                                                             ,MALIBU                        ,Silver/Silver                                                         ,4-Door                                                                
20131029152801,1998,Chevrolet                                                             ,GMT-400                       ,Copper/Copper                                                         ,Pick-up Truck                                                         
20131029202202,2004,Volvo                                                                 ,S60                           ,Black/Black                                                           ,4-Door                                                                
20131029213004,1996,Nissan                                                                ,240SX                         ,"Green, Dark/Green, Dark                                               ",2-Door                                                                
20131029231300,2002,Oldsmobile                                                            ,AURORA                        ,Silver/Silver                                                         ,4-Door                                                                
20131030052000,1992,Mercury                                                               ,MARQUIS                       ,White/                                                                ,4-Door                                                                
20131030072702,1988,Chevrolet                                                             ,GMT400                        ,"White/Blue, Dark                                                      ",Pick-up Truck                                                         
20131030093703,1996,Mercury                                                               ,GRAND MARQUIS                 ,"Blue, Light/Blue, Light                                               ",4-Door                                                                
20131030121300,1996,Cadillac                                                              ,DEVILLE                       ,Green/Gold                                                            ,4-Door                                                                
20131030144202,2013,Nissan                                                                ,ALTIMA                        ,Gray/Gray                                                             ,2-Door                                                                
20131030202302,2003,Honda                                                                 ,ACCORD                        ,Silver/Silver                                                         ,2-Door                                                                
20131031014100,2005,General Motors Corp.                                                  ,YUKON                         ,White/White                                                           ,Sport Utility Vehicle                                                 
20131031073501,1992,Mercury                                                               ,MARQUIS                       ,White/                                                                ,4-Door                                                                
20131031084403,2007,Ford                                                                  ,F-650                         ,White/White                                                           ,Pick-up Truck                                                         
20131031084403,    ,General Motors Corp.                                                  ,GMC W4500                     ,White/White                                                           ,Pick-up Truck                                                         
20131031101801,2003,Ford                                                                  ,WINDSTAR                      ,White/Gold                                                            ,Van                                                                   
20131031112905,2014,Chevrolet                                                             ,IMPALA                        ,Gray/                                                                 ,4-Door                                                                
20131031154200,2013,Nissan                                                                ,ALTIMA                        ,Unknown/Unknown                                                       ,4-Door                                                                
20131031162502,2001,Chrysler                                                              ,SEBRING                       ,White/                                                                ,4-Door                                                                
20131031215205,1996,Oldsmobile                                                            ,CUTLASS CIERA                 ,Blue/Blue                                                             ,4-Door                                                                
20131031232202,1984,Buick                                                                 ,LESABRE                       ,White/White                                                           ,2-Door                                                                
20131101002800,2007,Suzuki                                                                ,HYABUSA                       ,Burgundy/Burgundy                                                     ,Motorcycle                                                            
20131101023901,1998,Nissan                                                                ,MAXIMA                        ,Black/Black                                                           ,4-Door                                                                
20131101063902,2002,Ford                                                                  ,CROWN VICTORIA                ,Brown/Brown                                                           ,4-Door                                                                
20131101071602,1999,Ford                                                                  ,CROWN VICTORIA LX             ,"Green, Dark/Green, Dark                                               ",4-Door                                                                
20131101072202,2007,Dodge                                                                 ,CALIBER                       ,White/White                                                           ,4-Door                                                                
20131101072500,2000,Honda                                                                 ,CIVIC                         ,Red/Red                                                               ,3-Door Hatchback                                                      
20131101074802,1996,Honda                                                                 ,ACCORD                        ,Red/Red                                                               ,4-Door                                                                
20131101082302,2003,Oldsmobile                                                            ,ALERO                         ,Silver/Silver                                                         ,4-Door                                                                
20131101122500,2004,Honda                                                                 ,ACCORD                        ,Gray/Gray                                                             ,4-Door                                                                
20131101132701,2009,Nissan                                                                ,ALTIMA                        ,Black/Black                                                           ,4-Door                                                                
20131101145502,2003,Chevrolet                                                             ,IMPALA                        ,White/White                                                           ,4-Door                                                                
20131101150000,2007,Mercedes Benz                                                         ,S550                          ,Black/Black                                                           ,4-Door                                                                
20131101153201,2003,Chrysler                                                              ,PT CRUISER                    ,Black/Black                                                           ,4-Door                                                                
20131101173305,2011,Lincoln                                                               ,MKS                           ,White/White                                                           ,4-Door                                                                
20131101190001,2009,Ford                                                                  ,TAURUS                        ,Gray/Gray                                                             ,4-Door                                                                
20131101213000,1995,Chevrolet                                                             ,SILVERADO                     ,Red/Red                                                               ,Pick-up Truck                                                         
20131102020704,2013,Nissan                                                                ,SENTRA                        ,Black/Black                                                           ,4-Door                                                                
20131102043303,1999,Honda                                                                 ,CIVIC                         ,White/White                                                           ,2-Door                                                                
20131102084601,1999,Toyota                                                                ,CAMRY                         ,Gold/Gold                                                             ,4-Door                                                                
20131102103500,1999,Toyota                                                                ,4-RUNNER                      ,White/White                                                           ,Sport Utility Vehicle                                                 
20131102181700,2009,Chrysler                                                              ,300,Silver/Silver                                                         ,4-Door                                                                
20131102201300,2011,Chevrolet                                                             ,IMPALA                        ,Silver/Silver                                                         ,4-Door                                                                
20131102233903,2006,Freightliner Corp                                                     ,CONVENTIONAL                  ,Gray/Gray                                                             ,Semi-Trailer                                                          
20131103012551,2006,Ford                                                                  ,F-250                         ,Burgundy/Gold                                                         ,Pick-up Truck                                                         
20131103084501,1993,Buick                                                                 ,CENTURY                       ,Gold/                                                                 ,4-Door                                                                
20131103084604,1995,Honda                                                                 ,CIVIC                         ,Green/Green                                                           ,2-Door                                                                
20131103085801,1997,Honda                                                                 ,ACCORD                        ,Tan/Tan                                                               ,4-Door                                                                
20131103114903,1993,Honda                                                                 ,CIVIC                         ,White/White                                                           ,2-Door                                                                
20131103130804,1998,Lexus                                                                 ,GS300                         ,Black/Black                                                           ,4-Door                                                                
20131103152404,1995,Honda                                                                 ,ACCORD                        ,Gold/                                                                 ,4-Door                                                                
20131103171101,2000,Honda                                                                 ,CRV                           ,White/White                                                           ,Sport Utility Vehicle                                                 
20131103171200,    ,Cadillac                                                              ,FLEETWOOD                     ,Blue/Blue                                                             ,4-Door                                                                
20131103202503,1995,Acura                                                                 ,INTEGRA                       ,Red/Red                                                               ,2-Door                                                                
20131103204901,2013,Volkswagen                                                            ,PASSAT                        ,Black/Black                                                           ,4-Door                                                                
20131103222901,1998,Mitsubishi                                                            ,DIAMANTE                      ,Silver/Silver                                                         ,4-Door                                                                
20131103231200,2013,Honda                                                                 ,CIVIC                         ,White/White                                                           ,2-Door                                                                
20131104023500,2002,Ford                                                                  ,CROWN VICTORIA                ,White/White                                                           ,4-Door                                                                
20131104045300,1991,Honda                                                                 ,ACCORD SE                     ,Green/Green                                                           ,4-Door                                                                
20131104061101,1992,Honda                                                                 ,ACCORD                        ,Gold/Gold                                                             ,4-Door                                                                
20131104095402,2013,Nissan                                                                ,VERSA                         ,White/White                                                           ,4-Door                                                                
20131104115702,2000,Ford                                                                  ,CROWN VIC                     ,White/White                                                           ,4-Door                                                                
20131104120704,2012,Other - SYM                                                           ,WOLF CLASSIC 150              ,White/White                                                           ,Motorcycle                                                            
20131104123302,1997,Pontiac                                                               ,GRAND AM                      ,Green/Green                                                           ,2-Door                                                                
20131104160805,2007,Chevrolet                                                             ,TRAILBLAZER                   ,Gray/Gray                                                             ,Sport Utility Vehicle                                                 
20131104170700,2013,Chrysler                                                              ,300,White/White                                                           ,4-Door                                                                
20131104172701,2003,Dodge                                                                 ,CARAVAN                       ,Gold/Gold                                                             ,Van                                                                   
20131104215202,1999,Chrysler                                                              ,SEBRING                       ,Unknown/Unknown                                                       ,2-Door                                                                
20131104234301,1997,Nissan                                                                ,ALTIMA                        ,Green/Green                                                           ,4-Door                                                                
20131105023002,    ,Toyota                                                                ,AVALON                        ,White/White                                                           ,4-Door                                                                
20131105074500,2003,Pontiac                                                               ,GRAND AM                      ,Silver/Silver                                                         ,4-Door                                                                
20131105091402,2013,General Motors Corp.                                                  ,SIERRA                        ,White/                                                                ,Pick-up Truck                                                         
20131105133602,2014,Dodge                                                                 ,GRAND CARAVAN                 ,"Blue, Dark/Blue, Dark                                                 ",Van                                                                   
20131105140701,2006,Suzuki                                                                ,GSXR 1300R                    ,"Blue, Dark/White                                                      ",Motorcycle                                                            
20131105144501,2013,Hyundai                                                               ,ACCENT                        ,White/White                                                           ,4-Door                                                                
20131105150803,2004,Dodge                                                                 ,CARAVAN                       ,Silver/Silver                                                         ,Van                                                                   
20131105152600,2001,Volkswagen                                                            ,PASSAT                        ,Red/Red                                                               ,4-Door                                                                
20131105153701,2007,Vespa                                                                 ,LX50                          ,Red/Red                                                               ,Moped                                                                 
20131105184900,2005,Suzuki                                                                ,650 GSXR                      ,Blue/Orange                                                           ,Motorcycle                                                            
20131105204101,2012,Jeep - 1989 and Newer                                                 ,GRAND CHEROKEE                ,Unknown/Unknown                                                       ,Sport Utility Vehicle                                                 
20131106054701,2002,General Motors Corp.                                                  ,SONOMA                        ,Yellow/Yellow                                                         ,Unknown                                                               
20131106101904,2004,Mazda                                                                 ,6,Gray/Gray                                                             ,4-Door                                                                
20131106122801,2014,Ford                                                                  ,MUSTANG                       ,White/White                                                           ,2-Door                                                                
20131106165302,2013,Chevrolet                                                             ,IMPALA                        ,Red/Red                                                               ,4-Door                                                                
20131106210301,2005,Chrysler                                                              ,SEBRING                       ,"Blue, Dark/Blue, Dark                                                 ",4-Door                                                                
20131107063701,2000,Ford                                                                  ,F350 SUPER DUTY               ,Gold/Gold                                                             ,Pick-up Truck                                                         
20131107064100,1994,Honda                                                                 ,CIVIC                         ,Red/Red                                                               ,2-Door                                                                
20131107065903,1992,Honda                                                                 ,CIVIC                         ,White/White                                                           ,3-Door Hatchback                                                      
20131107133802,2005,Nissan                                                                ,PATHFINDER                    ,Gold/Gold                                                             ,Sport Utility Vehicle                                                 
20131107172303,2012,Other - Peace Sports                                                  ,MOPED                         ,Red/Cream                                                             ,Moped                                                                 
20131107201200,2000,Ford                                                                  ,CROWN VIC                     ,White/White                                                           ,4-Door                                                                
20131107203603,    ,Other - peace                                                         ,SCOOTER                       ,Blue/Gray                                                             ,Moped                                                                 
20131107205003,2007,BMW                                                                   ,328 I                         ,Silver/Silver                                                         ,4-Door                                                                
20131108072100,1999,Honda                                                                 ,CIVIC U.S. SI                 ,Black/Black                                                           ,2-Door                                                                
20131108111600,2012,Kia Motors                                                            ,FORTE                         ,Bronze/Bronze                                                         ,4-Door                                                                
20131108115200,2009,Kia Motors                                                            ,OPTIMA LX/EX                  ,Taupe/Taupe                                                           ,4-Door                                                                
20131108134603,2011,Honda                                                                 ,ACCORD                        ,Black/Black                                                           ,2-Door                                                                
20131108142103,2013,Dodge                                                                 ,CHARGER                       ,Silver/Silver                                                         ,4-Door                                                                
20131108142103,2014,Ford                                                                  ,MUSTANG                       ,Black/Black                                                           ,2-Door                                                                
20131108150104,2013,Nissan                                                                ,ALTIMA                        ,Red/Red                                                               ,4-Door                                                                
20131108150104,2013,Nissan                                                                ,ROGUE                         ,Gray/Gray                                                             ,Sport Utility Vehicle                                                 
20131108155203,2013,Volkswagen                                                            ,PASSAT                        ,Silver/Silver                                                         ,4-Door                                                                
20131108162000,1998,Buick                                                                 ,CENTURY                       ,Gold/Gold                                                             ,4-Door                                                                
20131108184701,2006,Dodge                                                                 ,MAGNUM                        ,Black/Black                                                           ,Station Wagon                                                         
20131108184900,2002,Saturn - G M Div                                                      ,SC1                           ,Red/Red                                                               ,2-Door                                                                
20131108191200,2007,Chrysler                                                              ,PT CRUISER                    ,Blue/Blue                                                             ,4-Door                                                                
20131108210902,1996,Buick                                                                 ,CENTURY                       ,Tan/Tan                                                               ,4-Door                                                                
20131109083100,2004,Audi                                                                  ,TT QUATTRO                    ,Orange/Orange                                                         ,2-Door                                                                
20131109084902,1988,Chevrolet                                                             ,MONTE CARLO                   ,Black/Black                                                           ,2-Door                                                                
20131109095801,2002,Mitsubishi                                                            ,GALANT ES                     ,White/White                                                           ,4-Door                                                                
20131109162700,1996,Ford                                                                  ,THUNDERBIRD                   ,Tan/Tan                                                               ,2-Door                                                                
20131110005502,2000,Jeep - 1989 and Newer                                                 ,CHEROKEE                      ,White/White                                                           ,Sport Utility Vehicle                                                 
20131110033200,2012,Yamaha                                                                ,R600 LS                       ,Beige/Beige                                                           ,Motorcycle                                                            
20131110051001,2007,Saturn - G M Div                                                      ,OUTLOOK                       ,White/                                                                ,Sport Utility Vehicle                                                 
20131110092803,1995,Oldsmobile                                                            ,CIERRA                        ,"Blue, Dark/Blue, Dark                                                 ",4-Door                                                                
20131110205900,2001,Dodge                                                                 ,DAKOTA                        ,Green/                                                                ,Pick-up Truck                                                         
20131110233000,1994,Acura                                                                 ,INTEGRA                       ,Purple/Purple                                                         ,2-Door                                                                
20131111042102,1992,Lincoln                                                               ,TOWN CAR                      ,Teal/Teal                                                             ,4-Door                                                                
