Complaint_No,Vehicle_Year,Vechicle_Make,Vehicle_Model,Vehicle_Color,Vehicle_Body
20160417132903,1998,Chevrolet                                                             ,CAVALIER                      ,Teal/Teal                                                             ,4-Door                                                                
20160417145201,2015,Hyundai                                                               ,GENESIS                       ,Black/Black                                                           ,4-Door                                                                
20160417145602,2002,Toyota                                                                ,SIENNA                        ,Gray/Gray                                                             ,Van                                                                   
20160417154700,2015,Nissan                                                                ,ALTIMA                        ,Black/Black                                                           ,4-Door                                                                
20160417155701,2008,Hyundai                                                               ,SONATA                        ,Black/Black                                                           ,4-Door                                                                
20160417171602,2000,Honda                                                                 ,CIVIC                         ,Gold/Gold                                                             ,4-Door                                                                
20160417175401,2000,Honda                                                                 ,ODYSSEY                       ,Gray/Gray                                                             ,Van                                                                   
20160417181600,2015,Ford                                                                  ,FOCUS                         ,Silver/Silver                                                         ,4-Door                                                                
20160417205303,2004,Pontiac                                                               ,GRAND PRIX                    ,Silver/Silver                                                         ,4-Door                                                                
20160417224701,2004,Nissan                                                                ,MAXIMA                        ,Blue/Blue                                                             ,4-Door                                                                
20160418080305,2016,Other - CONTINENTAL                                                   ,TRAILER                       ,White/White                                                           ,Other - ENCLOSED TRAILER                                              
20160418090200,2003,Infiniti                                                              ,                              ,"Green, Light/Green, Light                                             ",4-Door                                                                
20160418110500,1995,Honda                                                                 ,ACCORD                        ,"Blue, Dark/Blue, Dark                                                 ",4-Door                                                                
20160418112102,2003,Acura                                                                 ,3.2 TL                        ,Gray/Gray                                                             ,4-Door                                                                
20160418122100,2004,Chevrolet                                                             ,EXPRESS BOX TRUCK             ,White/White                                                           ,Other - BOX TRUCK                                                     
20160418164504,1998,Toyota                                                                ,RAV 4                         ,Silver/Silver                                                         ,Sport Utility Vehicle                                                 
20160419091301,2013,Dodge                                                                 ,CHARGER                       ,White/White                                                           ,4-Door                                                                
20160419091400,1999,Volvo                                                                 ,TURBO S80                     ,Blue/Blue                                                             ,4-Door                                                                
20160419103802,2002,Chevrolet                                                             ,EXPRESS VAN 2500              ,White/White                                                           ,Van                                                                   
20160419104301,2005,Toyota                                                                ,COROLLA                       ,Black/Black                                                           ,4-Door                                                                
20160419114302,2008,Chrysler                                                              ,300,Silver/Silver                                                         ,4-Door                                                                
20160419122001,2013,Honda                                                                 ,CIVIC                         ,Brown/Brown                                                           ,4-Door                                                                
20160419130601,2016,Ford                                                                  ,FISION                        ,Black/Black                                                           ,4-Door                                                                
20160419142500,2002,Honda                                                                 ,CRV                           ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20160419151704,2015,Ford                                                                  ,T250                          ,White/White                                                           ,Van                                                                   
20160419190101,2000,Honda                                                                 ,CIVIC                         ,Green/Green                                                           ,4-Door                                                                
20160419204401,2006,Pontiac                                                               ,GRAND PRIX                    ,Burgundy/Burgundy                                                     ,4-Door                                                                
20160420003000,2013,Dodge                                                                 ,AVENGERS                      ,Black/Black                                                           ,4-Door                                                                
20160420005701,1998,Chevrolet                                                             ,MALIBU                        ,Black/Black                                                           ,4-Door                                                                
20160420052401,2006,Mitsubishi                                                            ,LANCER                        ,Gray/Gray                                                             ,4-Door                                                                
20160420063801,1997,Honda                                                                 ,ACCORD                        ,Silver/Silver                                                         ,4-Door                                                                
20160420084103,2001,Jeep - 1989 and Newer                                                 ,GRAND CHEROKEE                ,Gold/Gold                                                             ,4-Door                                                                
20160420130403,2005,General Motors Corp.                                                  ,TK                            ,White/White                                                           ,Other - MOVING TRUCK                                                  
20160420140003,2001,Honda                                                                 ,CIVIC                         ,Silver/Silver                                                         ,4-Door                                                                
20160420140401,2014,Dodge                                                                 ,AVENGER SE                    ,Black/Black                                                           ,4-Door                                                                
20160420144700,2016,Dodge                                                                 ,CHALLENGER                    ,Blue/Blue                                                             ,2-Door                                                                
20160421012300,1999,Dodge                                                                 ,RAM 1500                      ,Gray/Gray                                                             ,Pick-up Truck                                                         
20160421051100,2016,Toyota                                                                ,COROLLA                       ,Black/Black                                                           ,4-Door                                                                
20160421065801,2006,Honda                                                                 ,PILOT EX                      ,"Green, Dark/Green, Dark                                               ",Sport Utility Vehicle                                                 
20160421163703,1992,Mercury                                                               ,GRAND MARQUIS                 ,White/White                                                           ,4-Door                                                                
20160421203504,2000,Mercedes Benz                                                         ,ML55                          ,Silver/Silver                                                         ,Sport Utility Vehicle                                                 
20160421205903,2010,Honda                                                                 ,ODYSSEY                       ,Silver/Silver                                                         ,Van                                                                   
20160421225503,2002,Chevrolet                                                             ,ASTRO                         ,Silver/Silver                                                         ,Van                                                                   
20160422095104,1994,Honda                                                                 ,ACCORD                        ,Green/Green                                                           ,4-Door                                                                
20160422101002,2010,Toyota                                                                ,TUNDRA                        ,Black/Black                                                           ,Pick-up Truck                                                         
20160422102001,2007,Toyota                                                                ,RAV 4                         ,Blue/Blue                                                             ,Sport Utility Vehicle                                                 
20160422110702,2015,Dodge                                                                 ,RAM                           ,White/White                                                           ,Pick-up Truck                                                         
20160422111202,2006,Toyota                                                                ,SCIOXA SCIONXA  4S            ,Black/Black                                                           ,4-Door                                                                
20160422145701,2011,Hyundai                                                               ,SANTA FE                      ,Red/Red                                                               ,4-Door                                                                
20160422162601,2002,Chevrolet                                                             ,TRAIL BLAZER                  ,White/White                                                           ,Sport Utility Vehicle                                                 
20160422164204,2002,Ford                                                                  ,WINDSTAR                      ,Teal/Teal                                                             ,Van                                                                   
20160422211402,1998,Honda                                                                 ,PASSPORT                      ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20160423073400,2013,Volkswagen                                                            ,GTI                           ,Gray/Gray                                                             ,4-Door                                                                
20160423083601,1991,Chevrolet                                                             ,CHEVROLET                     ,Blue/Blue                                                             ,4-Door                                                                
20160423181501,    ,Other - Jonway                                                        ,YY50QT-6                      ,Red/Red                                                               ,Moped                                                                 
20160424003305,2012,Suzuki                                                                ,KIZASHI                       ,Silver/Silver                                                         ,4-Door                                                                
20160424011000,2007,Ford                                                                  ,MUSTANG                       ,Gray/Silver                                                           ,4-Door                                                                
20160424031500,2003,Kia Motors                                                            ,SEDONA                        ,Green/Green                                                           ,4-Door                                                                
20160424073100,2008,Nissan                                                                ,ALTIMA                        ,Red/Red                                                               ,4-Door                                                                
20160424080301,2013,Toyota                                                                ,TUNDRA                        ,White/White                                                           ,Pick-up Truck                                                         
20160424093200,2004,Lincoln                                                               ,TOWN CAR EXECUTIVE            ,Green/Green                                                           ,4-Door                                                                
20160424112302,2012,Jaguar                                                                ,XJL                           ,White/White                                                           ,4-Door                                                                
20160424131200,2006,Honda                                                                 ,CBR 600RR                     ,White/White                                                           ,Motorcycle                                                            
20160424141703,2007,Hyundai                                                               ,SONATA                        ,Burgundy/Burgundy                                                     ,4-Door                                                                
20160424153804,2007,Saturn - G M Div                                                      ,4S                            ,"Blue, Dark/Blue, Dark                                                 ",4-Door                                                                
20160424204000,2015,Jeep - 1989 and Newer                                                 ,PATRIOT                       ,Gray/Gray                                                             ,Sport Utility Vehicle                                                 
20160424221801,2011,Hyundai                                                               ,SONATA                        ,Black/Black                                                           ,4-Door                                                                
20160425073104,2005,Chevrolet                                                             ,COBALT                        ,Silver/Silver                                                         ,4-Door                                                                
20160425123800,2001,Chrysler                                                              ,PT CRUISER                    ,Purple/Purple                                                         ,Sport Utility Vehicle                                                 
20160425133301,2004,Cadillac                                                              ,DEVILLE                       ,Gray/Gray                                                             ,4-Door                                                                
20160425134801,    ,Other - Valero                                                        ,                              ,Red/Red                                                               ,Other - Scooter                                                       
20160425151801,2014,Chevrolet                                                             ,SILVERADO                     ,White/White                                                           ,Sport Utility Vehicle                                                 
20160425165001,2008,Toyota                                                                ,TACOMA                        ,Black/Black                                                           ,Pick-up Truck                                                         
20160425165001,2008,Toyota                                                                ,TACOMA                        ,Black/Black                                                           ,Pick-up Truck                                                         
20160425171102,2014,Nissan                                                                ,ROGUE                         ,Gray/Gray                                                             ,Sport Utility Vehicle                                                 
20160425172801,2003,Cadillac                                                              ,DEVILLE STS                   ,Silver/Silver                                                         ,4-Door                                                                
20160425193205,2000,Ford                                                                  ,TAURUS                        ,Red/Red                                                               ,4-Door                                                                
20160425210302,2004,LandRover                                                             ,RANGE ROVER                   ,Gray/Gray                                                             ,4-Door                                                                
20160425210703,2006,Honda                                                                 ,CBR600 4FI                    ,Black/Black                                                           ,Motorcycle                                                            
20160426012901,2016,Hyundai                                                               ,SONATA                        ,Gray/Gray                                                             ,4-Door                                                                
20160426071201,2016,Ford                                                                  ,FOCUS SE                      ,Gray/Gray                                                             ,4-Door                                                                
20160426074500,2006,Other - CAROLINA TRAILER                                              ,                              ,Black/Black                                                           ,Other - TRAILER                                                       
20160426083901,1997,Honda                                                                 ,ACCORD                        ,Tan/Tan                                                               ,4-Door                                                                
20160426100300,2014,Dodge                                                                 ,CHARGER SE                    ,Black/Black                                                           ,4-Door                                                                
20160426102201,2011,Hyundai                                                               ,SONATA                        ,Gray/Gray                                                             ,4-Door                                                                
20160426130105,2016,Chevrolet                                                             ,SONIC                         ,Gray/Gray                                                             ,4-Door                                                                
20160426143205,1977,Ford                                                                  ,F150                          ,White/Blue                                                            ,Pick-up Truck                                                         
20160426173004,2012,Other - Puma                                                          ,SCOOTER/MOPED                 ,White/White                                                           ,Moped                                                                 
20160426181900,2014,Toyota                                                                ,CAMRY                         ,Black/Black                                                           ,4-Door                                                                
20160427011501,1993,Mercury                                                               ,GRANDE MARQUISE               ,White/White                                                           ,4-Door                                                                
20160427021700,2006,Nissan                                                                ,ALTIMA                        ,Black/Black                                                           ,4-Door                                                                
20160427023103,    ,Dodge                                                                 ,CHARGER SXT                   ,Silver/Silver                                                         ,4-Door                                                                
20160427064101,2007,BMW                                                                   ,328I                          ,Black/Black                                                           ,4-Door                                                                
20160427070701,2014,Honda                                                                 ,ACCORD                        ,Black/Black                                                           ,4-Door                                                                
20160427085900,2005,Mazda                                                                 ,3,Gold/Gold                                                             ,4-Door                                                                
20160427103500,2002,Mazda                                                                 ,WAGON                         ,Gray/Gray                                                             ,Van                                                                   
20160427104101,2004,Honda                                                                 ,ELEMENT                       ,Orange/Orange                                                         ,Sport Utility Vehicle                                                 
20160427114402,1993,Honda                                                                 ,ACCORD                        ,Green/Green                                                           ,4-Door                                                                
20160427191800,2005,Pontiac                                                               ,GRAND AM                      ,White/White                                                           ,4-Door                                                                
20160427202903,2001,Mercedes Benz                                                         ,S500                          ,Gray/                                                                 ,4-Door                                                                
20160427212701,2016,Lexus                                                                 ,ES350                         ,Black/Black                                                           ,4-Door                                                                
20160428005501,2014,Nissan                                                                ,MAXIMA                        ,Burgundy/Burgundy                                                     ,4-Door                                                                
20160428011402,2015,Honda                                                                 ,NPS50                         ,White/White                                                           ,Moped                                                                 
20160428022000,2010,Jeep - 1989 and Newer                                                 ,PATRIOT                       ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20160428062000,2005,Cadillac                                                              ,ESCALADE                      ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20160428090101,2016,Chevrolet                                                             ,MALIBU                        ,Red/Red                                                               ,4-Door                                                                
20160428111002,2013,Kia Motors                                                            ,OPTIMA                        ,Red/Red                                                               ,4-Door                                                                
20160428225300,2010,Chevrolet                                                             ,IMPALA                        ,White/White                                                           ,4-Door                                                                
20160429060800,2011,Mercedes Benz                                                         ,SPRINTER                      ,Black/Black                                                           ,Van                                                                   
20160429062402,1994,Jeep - 1989 and Newer                                                 ,MP                            ,Gold/Gold                                                             ,Sport Utility Vehicle                                                 
20160429074201,    ,Jeep - 1989 and Newer                                                 ,CHEROKEE                      ,Green/Green                                                           ,Sport Utility Vehicle                                                 
20160429074700,1999,Honda                                                                 ,ACCORD                        ,Black/Black                                                           ,4-Door                                                                
20160429113502,2004,Toyota                                                                ,SIENNA                        ,Gray/Gray                                                             ,Van                                                                   
20160429185500,2002,Ford                                                                  ,EXPLORER SPORT TRAC           ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20160429200202,2015,Dodge                                                                 ,DART                          ,Black/Black                                                           ,4-Door                                                                
20160429224700,2014,Hyundai                                                               ,SONATA                        ,Red/Red                                                               ,4-Door                                                                
20160430004003,    ,Dodge                                                                 ,CHARGER                       ,Black/Black                                                           ,Unknown                                                               
20160430064900,1997,Ford                                                                  ,F150                          ,Beige/Beige                                                           ,Pick-up Truck                                                         
20160430071002,2006,Chevrolet                                                             ,IMPALA                        ,Gray/Gray                                                             ,4-Door                                                                
20160430083800,2013,General Motors Corp.                                                  ,TERRAIN SLT                   ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20160430101402,2008,Nissan                                                                ,ROGUE                         ,Silver/Silver                                                         ,Sport Utility Vehicle                                                 
20160430104800,2008,Suzuki                                                                ,RM85                          ,Yellow/Yellow                                                         ,Motorcycle                                                            
20160430113900,2016,Ford                                                                  ,FUSION                        ,Gray/Gray                                                             ,4-Door                                                                
20160430114900,2012,Suzuki                                                                ,KIZASHI                       ,Silver/Silver                                                         ,4-Door                                                                
20160430120701,2014,BMW                                                                   ,S100RR                        ,Black/                                                                ,Motorcycle                                                            
20160430152604,2004,Ford                                                                  ,F150                          ,Silver/Silver                                                         ,Pick-up Truck                                                         
20160430224402,2005,Mercury                                                               ,MONTEGO                       ,Tan/Tan                                                               ,4-Door                                                                
20160430224902,2006,Buick                                                                 ,RAINIER                       ,Unknown/                                                              ,4-Door                                                                
20160430232406,2002,General Motors Corp.                                                  ,ENVOY                         ,Green/Green                                                           ,Sport Utility Vehicle                                                 
20160501092400,2007,Ford                                                                  ,500,White/White                                                           ,4-Door                                                                
20160501100201,2011,Honda                                                                 ,ACCORD LX                     ,Gray/Gray                                                             ,4-Door                                                                
20160501101400,2008,Ford                                                                  ,EXPLORER                      ,Burgundy/Burgundy                                                     ,Sport Utility Vehicle                                                 
20160501104101,1995,Acura                                                                 ,LEGEND                        ,Green/Green                                                           ,4-Door                                                                
20160501124801,2001,Nissan                                                                ,XTERRA                        ,Green/Green                                                           ,Sport Utility Vehicle                                                 
20160501125704,2012,Mini                                                                  ,S COUNT                       ,Red/Red                                                               ,2-Door                                                                
20160501150101,    ,Hyundai                                                               ,SONATA                        ,White/White                                                           ,4-Door                                                                
20160501194005,    ,Ford                                                                  ,                              ,White/White                                                           ,Pick-up Truck                                                         
20160501200100,    ,Kia Motors                                                            ,SPECTRA                       ,White/White                                                           ,4-Door                                                                
20160501233701,2006,Volvo                                                                 ,S60                           ,Gray/Gray                                                             ,4-Door                                                                
20160502031300,2015,Chevrolet                                                             ,CRUZE                         ,Black/Black                                                           ,4-Door                                                                
20160502042600,2000,Ford                                                                  ,EXPEDITION                    ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20160502052903,2015,Other - TAO-TAO                                                       ,                              ,"Blue, Dark/Blue, Dark                                                 ",Moped                                                                 
20160502081701,2009,Chrysler                                                              ,300,Silver/Silver                                                         ,4-Door                                                                
20160502091200,2001,Honda                                                                 ,CIVIC                         ,Silver/Silver                                                         ,2-Door                                                                
20160502093303,2016,Kia Motors                                                            ,FORTE                         ,Silver/Silver                                                         ,4-Door                                                                
20160502175801,2004,Ford                                                                  ,TAURUS                        ,Tan/Tan                                                               ,4-Door                                                                
20160502183400,2002,Chevrolet                                                             ,SILVERADO                     ,White/White                                                           ,Pick-up Truck                                                         
20160503023501,2000,Honda                                                                 ,ACCORD                        ,Gold/Gold                                                             ,4-Door                                                                
20160503064000,2008,Suzuki                                                                ,VITARARA                      ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20160503071001,2003,Chevrolet                                                             ,S10                           ,Gray/Gray                                                             ,2-Door                                                                
20160503072404,2015,Chevrolet                                                             ,MALIBU                        ,Gray/Gray                                                             ,4-Door                                                                
20160503074801,2002,Audi                                                                  ,QUATTRO                       ,Silver/Silver                                                         ,4-Door                                                                
20160503084301,2013,Hyundai                                                               ,ELANTRA                       ,Burgundy/Burgundy                                                     ,4-Door                                                                
20160503132800,2012,Dodge                                                                 ,AVENGER                       ,Silver/Silver                                                         ,4-Door                                                                
20160503144403,2010,Dodge                                                                 ,CHARGER SX                    ,Gray/Gray                                                             ,4-Door                                                                
20160503161002,1997,Honda                                                                 ,CIVIC                         ,Green/Green                                                           ,4-Door                                                                
20160503210500,    ,Kia Motors                                                            ,SORENTO                       ,Purple/                                                               ,4-Door                                                                
20160503222500,1998,Honda                                                                 ,CIVIC                         ,Black/Black                                                           ,4-Door                                                                
20160503235002,2009,Honda                                                                 ,CIVIC                         ,White/White                                                           ,4-Door                                                                
20160504075701,    ,Unknown                                                               ,                              ,Black/Black                                                           ,Other - landscape trailer                                             
20160504083802,2007,Ford                                                                  ,CROWN VICTORIA                ,Black/Yellow                                                          ,4-Door                                                                
20160504084704,2003,General Motors Corp.                                                  ,YUKON                         ,Black/Black                                                           ,Sport Utility Vehicle                                                 
20160504092501,2012,Ford                                                                  ,F150                          ,Gray/Gray                                                             ,Pick-up Truck                                                         
20160504093404,2007,Dodge                                                                 ,RAM                           ,Silver/Silver                                                         ,Pick-up Truck                                                         
20160504095201,1995,Toyota                                                                ,TERCEL                        ,Silver/Silver                                                         ,2-Door                                                                
20160504105401,    ,Toyota                                                                ,RAV4                          ,Black/Black                                                           ,4-Door                                                                
20160504111700,2005,Honda                                                                 ,ODYSSEY                       ,Gray/Gray                                                             ,Van                                                                   
20160504122601,2013,Toyota                                                                ,COROLLA                       ,White/White                                                           ,4-Door                                                                
20160504145803,2016,Nissan                                                                ,ALTIMA                        ,Gray/Gray                                                             ,4-Door                                                                
20160504155303,2015,Toyota                                                                ,CAMRY                         ,White/White                                                           ,4-Door                                                                
20160504155604,1998,Dodge                                                                 ,RAM                           ,Red/Red                                                               ,Unknown                                                               
